kalimat_awal,kalimat_salah,Pelajaran,tipe_kesalahan
"Sementara itu, pada era reformasi terdapat tuntutan pemekaran sejumlah provinsi di indonesia.","Sementara itu, pada era reformasi terdapat untuttan pemekaran sejumlah provinsi di indonesia.",IPS,Transposition Error
Pemekaran provinsi di indonesia sejak tahun 1999 adalah berikut ini.,Pemekaran provinsi di indonesia sejak tahun 9199 adalah berikut ini.,IPS,Transposition Error
"Tahun 1999, terjadi pemekaran dari provinsi maluku menjadi provinsi maluku dan provinsi maluku utara yang menjadi provinsi ke-27 pada tanggal 4 oktober 1999.","Tahun 1999, terjadi pemekaran dari provinsi malkuu menjadi provinsi maluku dan provinsi maluku utara yang menjadi provinsi ke-27 pada tanggal 4 oktober 1999.",IPS,Transposition Error
Selain itu provinsi irian jaya dimekarkan menjadi dua provinsi yaitu provinsi irian jaya barat dan provinsi papua.,Selain itu provinsi irian jaya dimekarkan menajdi dua provinsi yaitu provinsi irian jaya barat dan provinsi papua.,IPS,Transposition Error
"Pada tahun 2000, terjadi pembentukan beberapa provinsi baru di antaranya adalah berikut ini.","Pada tahun 2000, terjadi pembentukan beberapa proivnsi baru di antaranya adalah berikut ini.",IPS,Transposition Error
Banten yang menjadi provinsi ke-28 pada tanggal 17 oktober 2000 merupakan hasil pemekaran dari provinsi jawa barat.,Banten yang menjadi provinsi ke-28 pada tanggal 17 eoktobr 2000 merupakan hasil pemekaran dari provinsi jawa barat.,IPS,Transposition Error
Bangka belitung dengan ibukota pangkal pinang menjadi provinsi ke-29 pada tanggal 4 desember 2000 merupakan hasil pemekaran dari provinsi sumatra selatan.,Bangka belitung dengan ibukota pangkal pinang menajdi provinsi ke-29 pada tanggal 4 desember 2000 merupakan hasil pemekaran dari provinsi sumatra selatan.,IPS,Transposition Error
Gorontalo dengan ibukota gorontalo dimekarkan dari provinsi sulawesi utara menjadi provinsi ke-30 pada tanggal 22 desember 2000.,Gorontalo dengan ibukota gorontalo dimekarkan dari proivnsi sulawesi utara menjadi provinsi ke-30 pada tanggal 22 desember 2000.,IPS,Transposition Error
"Pada tanggal 11 november 2001, provinsi papua dimekarkan lagi menjadi provinsi papua (papua timur) dan provinsi irian jaya tengah.","Pada tanggal 11 november 2001, provinsi upapa dimekarkan lagi menjadi provinsi papua (papua timur) dan provinsi irian jaya tengah.",IPS,Transposition Error
Namun pemekaran ini akhirnya dibatalkan karena banyak tentangan.,Namun pemekaran ini akhirnya dibatalkan karena banayk tentangan.,IPS,Transposition Error
"Pada tahun 2002, dibentuk provinsi kepulauan riau dengan ibukota tanjung pinang menjadi provinsi indonesia ke-32 pada tanggal 25 oktober 2002 merupakan hasil pemekaran dari provinsi riau.","Pada tahun 2002, dibentuk provinsi kepulauan uria dengan ibukota tanjung pinang menjadi provinsi indonesia ke-32 pada tanggal 25 oktober 2002 merupakan hasil pemekaran dari provinsi riau.",IPS,Transposition Error
"Pada tahun 2004, dibentuk provinsi sulawesi barat dengan ibukota mamuju menjadi provinsi indonesia yang ke-33 pada tanggal 5 oktober 2004 hasil pemekaran provinsi sulawesi selatan.","Pada tahun 2004, dibentuk provinsi sulawesi abrat dengan ibukota mamuju menjadi provinsi indonesia yang ke-33 pada tanggal 5 oktober 2004 hasil pemekaran provinsi sulawesi selatan.",IPS,Transposition Error
Untuk lebih jelasnya perhatikan tabel pemekaran wilayah di indonesia selama kurun waktu 1999 sampai tahun 2004 berikut ini.,Untuk lebih jelasnya perhatikan tabel pemekaran wilyaah di indonesia selama kurun waktu 1999 sampai tahun 2004 berikut ini.,IPS,Transposition Error
Dari beberapa uraian yang telah disampaikan di atas perkembangan provinsi di indonesia setelah kemerdekaan berturut-turut dari tahun ke tahun sampai saat ini dapat disajikan dalam tabel berikut ini.,Dari beberapa uraian yang telah idsampaikan di atas perkembangan provinsi di indonesia setelah kemerdekaan berturut-turut dari tahun ke tahun sampai saat ini dapat disajikan dalam tabel berikut ini.,IPS,Transposition Error
Pada kurun waktu antara tahun 1949-1950 negara kita yang semula adalah negara kesatuan yang berbentuk republik berubah menjadi negara serikat atau lebih dikenal dengan negara indonesia serikat.,Pada kurun waktu antara tahun 1949-1950 negraa kita yang semula adalah negara kesatuan yang berbentuk republik berubah menjadi negara serikat atau lebih dikenal dengan negara indonesia serikat.,IPS,Transposition Error
Pada waktu itu wilayah indonesia terdiri atas beberapa negara bagian.,Pada waktu itu wilayah indonesia terdiri sata beberapa negara bagian.,IPS,Transposition Error
"Coba cari tahu dengan bertanya kepada orang tua, kakek/nenek atau tokoh sejarah yang ada di daerah kalian, tentang nama-nama negara bagian tersebut.","Coba cari tahu dengan bertanya kepada norag tua, kakek/nenek atau tokoh sejarah yang ada di daerah kalian, tentang nama-nama negara bagian tersebut.",IPS,Transposition Error
Tulislah hasil jawaban kalian dengan melengkapi tabel berikut ini!,Tulislah hasil jawaban kalian dengan melengkapi etabl berikut ini!,IPS,Transposition Error
Sebelumnya kalian sudah menyimak uraian tentang perkembangan wilayah indonesia.,Sebelumnya kalian sudah menyimak uraian tentang perembangakn wilayah indonesia.,IPS,Transposition Error
Sekarang kalian tentu sudah mengetahui bahwa wilayah indonesia sampai saat ini terdiri atas 33 provinsi.,Sekarang kalian tentu sudah mengetahui bahwa wilyaah indonesia sampai saat ini terdiri atas 33 provinsi.,IPS,Transposition Error
"Berikut ini disajikan tabel nama-nama provinsi, luas wilayah beserta ibukotanya.","Berikut ini disajikan tabel nama-nama provinsi, slua wilayah beserta ibukotanya.",IPS,Transposition Error
Selanjutnya berikut ini kalian akan mempelajari deskripsi dari masing-masing wilayah provinsi di indonesia.,Selanjutnya berikut ini kalian akan mempelajari desrkipsi dari masing-masing wilayah provinsi di indonesia.,IPS,Transposition Error
Provinsi yang terletak diujung pulau sumatra ini semula bernama daerah istimewa aceh.,Provinsi yang terletak diujung pulau sumatra ini semula mbernaa daerah istimewa aceh.,IPS,Transposition Error
Namun dengan keluarnya uu no.18 tahun 2001 namanya berubah menjadi nanggroe aceh darussalam.,Namun dengan keluarnya uu no.18 utahn 2001 namanya berubah menjadi nanggroe aceh darussalam.,IPS,Transposition Error
Provinsi ini berdiri pada tanggal 7 desember 1956 dengan dasar hukum uu no.24/1956.,Provinsi ini berdiri pada tanggal 7 dsemeber 1956 dengan dasar hukum uu no.24/1956.,IPS,Transposition Error
"Di peta, provinsi ini terletak pada posisi 2° - 6° lu dan 95° - 98°bt.","Di peta, provinsi ini terletak pada possii 2° - 6° lu dan 95° - 98°bt.",IPS,Transposition Error
"Sementara secara geograhs memiliki batas-batas di sebelah utara dengan selat malaka, di sebelah timur dengan sumatra utara, di sebelah selatan berbatasan dengan sumatra barat dan riau serta di sebelah barat berbatasan dengan samudra hindia.","Sementara secara geograhs memiliki batas-batas di sehbela utara dengan selat malaka, di sebelah timur dengan sumatra utara, di sebelah selatan berbatasan dengan sumatra barat dan riau serta di sebelah barat berbatasan dengan samudra hindia.",IPS,Transposition Error
"Kota-kota penting di provinsi ini antara lain adalah banda aceh, langsa, lhokseumawe, sabang, meulaboh, blang pidie, takengon, kutacane, bireuen, sigli, dan lain-lain.","Kota-kota penting di provinsi ini antara nlai adalah banda aceh, langsa, lhokseumawe, sabang, meulaboh, blang pidie, takengon, kutacane, bireuen, sigli, dan lain-lain.",IPS,Transposition Error
Provinsi sumatra utara berdiri pada tanggal 7 desember 1956 dengan dasar hukum uu no. 24/1956.,Provinsi sumatra utara berdiri pada tanggal 7 desember 1695 dengan dasar hukum uu no. 24/1956.,IPS,Transposition Error
"Wilayah provinsi ini meliputi daratan utama pulau sumatra serta sejumlah pulau yang lebih kecil seperti pulau nias, kepulauan batu, pulau musala, pulau pini, dan pulau berhala.","Wilayah provinsi ini meliputi daratan utama apulu sumatra serta sejumlah pulau yang lebih kecil seperti pulau nias, kepulauan batu, pulau musala, pulau pini, dan pulau berhala.",IPS,Transposition Error
"Pada peta, provinsi ini terletak pada 1°ls - 5°lu dan 97° - 101 °bt.","Pada peta, provinsi nii terletak pada 1°ls - 5°lu dan 97° - 101 °bt.",IPS,Transposition Error
"Berdampingan dengan provinsi nanggroe aceh darussalam yang menempati bagian ujung utara pulau sumatra, sumatra utara berbatasan dengan nad di sebelah utara, selat malaka di timur, sumatra barat dan riau di sebelah selatan, dan samudra hindia di sebelah barat.","Berdampingan dengan provinsi nanggroe aceh darussalam yang menempati bagian ujung utara pulau sumatra, sumatra utara berbtaasan dengan nad di sebelah utara, selat malaka di timur, sumatra barat dan riau di sebelah selatan, dan samudra hindia di sebelah barat.",IPS,Transposition Error
"Beberapa kota penting di provinsi ini antara lain medan, padang sidempuan, pematang siantar, gunung sitoli, rantau prapat, tebing tinggi, dan lain-lain.","Beberapa kota penting di provinsi ini ntaraa lain medan, padang sidempuan, pematang siantar, gunung sitoli, rantau prapat, tebing tinggi, dan lain-lain.",IPS,Transposition Error
Provinsi sumatra barat berdiri pada tanggal 3 juli 1958 dengan dasar hukum uu no. 61/1958.,Provinsi sumatra barat berdiri pada tanggal 3 juli 1895 dengan dasar hukum uu no. 61/1958.,IPS,Transposition Error
"Wilayah provinsi ini meliputi daratan utama di sebelah barat pulau sumatra serta beberapa pulau yang termasuk dalam kepulauan mentawai antara lain pulau siberut, pulau sipora, pulau pagai utara, dan pulau pagai selatan.","Wilayah provinsi ini meliputi daratan utama id sebelah barat pulau sumatra serta beberapa pulau yang termasuk dalam kepulauan mentawai antara lain pulau siberut, pulau sipora, pulau pagai utara, dan pulau pagai selatan.",IPS,Transposition Error
"Pada peta, provinsi ini terletak pada 1°lu- 4°ls dan 98°- 102°bt.","Pada peta, provinsi ini terletak pada 1°lu- 4°ls adn 98°- 102°bt.",IPS,Transposition Error
"Batas-batas wilayahnya yaitu di sebelah utara berbatasan dengan riau, di sebelah timur dengan riau, di sebelah selatan dengan jambi dan bengkulu dan di sebelah barat dengan samudra hindia.","Batas-batas wilayahnya yaitu di sebelah utara erbatasban dengan riau, di sebelah timur dengan riau, di sebelah selatan dengan jambi dan bengkulu dan di sebelah barat dengan samudra hindia.",IPS,Transposition Error
"Kota-kota pentingnya antara lain bukittinggi, padang, paya kumbuh, sawahlunto, dan lain-lain.","Kota-kota pentingnya antara lain bukittinggi, padang, apya kumbuh, sawahlunto, dan lain-lain.",IPS,Transposition Error
Provinsi jambi berdiri tanggal 2 juli 1958 dengan dasar hukum uu no. 61/1958.,Provinsi jambi berdiri tanggal 2 juli 8195 dengan dasar hukum uu no. 61/1958.,IPS,Transposition Error
Provinsi ini dalam peta terletak pada 1° - 3°ls dan 101° - 104°bt.,Provinsi ini dalam peta terletak pada 1° - 3°ls adn 101° - 104°bt.,IPS,Transposition Error
"Adapun batas-batas wilayahnya meliputi sebelah utara berbatasan dengan riau, di sebelah timur dengan selat berhala, sebelah selatan dengan sumatra selatan, sebelah barat berbatasan dengan sumatra barat dan bengkulu.","Adapun batas-batas wilayahnya meliputi sebelah utara erbatasban dengan riau, di sebelah timur dengan selat berhala, sebelah selatan dengan sumatra selatan, sebelah barat berbatasan dengan sumatra barat dan bengkulu.",IPS,Transposition Error
"Kota-kota penting di provinsi ini di antaranya jambi, batanghari, kerinci, tanjung gebang, dan lain-lain.","Kota-kota penting di provinsi ini di ntaraanya jambi, batanghari, kerinci, tanjung gebang, dan lain-lain.",IPS,Transposition Error
Provinsi bengkulu terletak di pantai barat pulau sumatra bagian selatan.,Provinsi bengkulu terletak di pantai barat apulu sumatra bagian selatan.,IPS,Transposition Error
Berdiri pada tanggal 18 november 1968 dengan dasar hukum uu no.9/1967.,Berdiri pada tanggal 18 november 1968 denagn dasar hukum uu no.9/1967.,IPS,Transposition Error
"Dalam peta, provinsi ini terletak pada 2°ls - 5°ls dan 101° - 104°bt.","Dalam peta, provinsi nii terletak pada 2°ls - 5°ls dan 101° - 104°bt.",IPS,Transposition Error
"Batas-batas wilayahnya adalah sebelah utara berbatasan dengan sumatra barat dan jambi, sebelah timur dengan sumatra selatan, sebelah selatan berbatasan dengan lampung dan sebelah barat berbatasan dengan samudra hindia.","Batas-batas wilayahnya adalah sebelah utara berbatasan denagn sumatra barat dan jambi, sebelah timur dengan sumatra selatan, sebelah selatan berbatasan dengan lampung dan sebelah barat berbatasan dengan samudra hindia.",IPS,Transposition Error
"Kota-kota pentingnya meliputi bengkulu, manna, arga makmur, muko-muko, dan lain-lain.","Kota-kota pentingnya meliputi bengkulu, manna, arga akmumr, muko-muko, dan lain-lain.",IPS,Transposition Error
Provinsi riau berdiri pada tanggal 25 juli 1958.,Provinsi riau berdiri pada tanggal 25 ijul 1958.,IPS,Transposition Error
Provinsi ini di peta terletak pada 2°ls - 3°ls dan 101°- 104°bt.,Provinsi ini di ptea terletak pada 2°ls - 3°ls dan 101°- 104°bt.,IPS,Transposition Error
"Provinsi riau menempati pulau sumatra bagian timur dan wilayah kepulauan di sekitamya (pulau rupat, pulau bengkalis, pulau rantau, dan pulau rangsang) dengan batas-batas wilayah di sebelah utara berbatasan dengan sumatra utara, di sebelah gambar 17 peta provinsi riau timur dengan kepulauan riau, di sebelah selatan dengan provinsi jambi, dan di sebelah barat berbatasan dengan sumatra barat.","Provinsi riau menempati pulau sumatra bagian utimr dan wilayah kepulauan di sekitamya (pulau rupat, pulau bengkalis, pulau rantau, dan pulau rangsang) dengan batas-batas wilayah di sebelah utara berbatasan dengan sumatra utara, di sebelah gambar 17 peta provinsi riau timur dengan kepulauan riau, di sebelah selatan dengan provinsi jambi, dan di sebelah barat berbatasan dengan sumatra barat.",IPS,Transposition Error
"Kota-kota pentingnya meliputi pekan baru, dumai, bengkalis, bangkinang, siak sri indrapura, teluk kuantan, dan lain-lain.","Kota-kota pentingnya meliputi pekan baru, dumai, benkgalis, bangkinang, siak sri indrapura, teluk kuantan, dan lain-lain.",IPS,Transposition Error
Provinsi kepulauan riau merupakan hasil pemekaran dari provinsi riau yang berdiri pada tanggal 24 september 2002 dengan dasar hukum uu no.25/2002.,Provinsi kepulauan riau merupakan hasil pemekaran idar provinsi riau yang berdiri pada tanggal 24 september 2002 dengan dasar hukum uu no.25/2002.,IPS,Transposition Error
Lebih dari 90 persen wilayahnya berupa perairan laut.,Lebih dari 90 persen wilayahnya berupa periaran laut.,IPS,Transposition Error
Sebagian besar wilayah ini berupa perairan laut.,Sebagian besar wilayah ini berupa perairan tlau.,IPS,Transposition Error
"Sedangkan wilayah daratan provinsi ini terdiri atas ratusan bahkan ribuan pulau yang mencakup kepulauan natuna, kepulauan anambas, kepulauan riau dan kepulauan lingga, dan pulau-pulau kecil lainnya.","Sedangkan wilayah daratan provinsi ini terdiri sata ratusan bahkan ribuan pulau yang mencakup kepulauan natuna, kepulauan anambas, kepulauan riau dan kepulauan lingga, dan pulau-pulau kecil lainnya.",IPS,Transposition Error
"Di peta, provinsi ini terletak pada l°ls-5°lu dan 103° - 109°bt.","Di peta, provinsi ini terletak pada l°ls-5°ul dan 103° - 109°bt.",IPS,Transposition Error
"Batas-batas wilayahnya di sebelah utara berbatasan dengan laut cina selatan dan malaysia, sebelah timur dengan selat karimata, sebelah selatan dengan provinsi jambi dan bangka belitung, serta di sebelah barat berbatasan dengan provinsi riau.","Batas-batas wilayahnya di sebelah utara berbatasan dengan laut cina selatan dan malaysia, sebelah timur dengan selat karimata, sebelah selatan dengan provinsi jambi dan bangka belitung, serta di sebelah baart berbatasan dengan provinsi riau.",IPS,Transposition Error
"Kota-kota penting di wilayah ini adalah tanjung pinang, batam, dabo, tanjung balai karimun, bantau seri bentan, dan ranai.","Kota-kota penting di wilayah ini adalah tanujng pinang, batam, dabo, tanjung balai karimun, bantau seri bentan, dan ranai.",IPS,Transposition Error
Provinsi sumatra selatan adalah provinsi terluas di bagian selatan pulau sumatra.,Provinsi sumatra selatan adalah provinsi terluas id bagian selatan pulau sumatra.,IPS,Transposition Error
Berdiri pada tanggal 14 agustus 1950 dengan dasar hukum uu no. 3/1950.,Berdiri pada tanggal 14 agustus 1950 denagn dasar hukum uu no. 3/1950.,IPS,Transposition Error
"Di peta, provinsi ini terletak pada 1° - 5°ls dan 102° - 107°bt.","Di peta, provinsi ini terletak pada 1° - 5°ls adn 102° - 107°bt.",IPS,Transposition Error
"Batas-batas wilayah ini adalah di sebelah utara berbatasan dengan provinsi jambi, di sebelah timur dengan laut bangka (provinsi bangka belitung), di sebelah selatan dengan provinsi lampung, dan di sebelah barat berbatasan dengan provinsi bengkulu.","Batas-batas wilayah ini adalah di sehbela utara berbatasan dengan provinsi jambi, di sebelah timur dengan laut bangka (provinsi bangka belitung), di sebelah selatan dengan provinsi lampung, dan di sebelah barat berbatasan dengan provinsi bengkulu.",IPS,Transposition Error
"Kota-kota penting di sumatra selatan antara lain lubuk lingga, palembang, prabumulih, lahat, martapura, baturaja, dan lain-lain.","Kota-kota penting di sumatra selatan antara nlai lubuk lingga, palembang, prabumulih, lahat, martapura, baturaja, dan lain-lain.",IPS,Transposition Error
Provinsi bangka belitung merupakan provinsi kepulauan yang merupakan hasil pemekaran dari provinsi sumatra selatan.,Provinsi bangka belitung merupakan provinsi kepulauan gyan merupakan hasil pemekaran dari provinsi sumatra selatan.,IPS,Transposition Error
Berdiri pada tanggal 4 desember 2000 dengan dasar hukum uu no.22/2000.,Berdiri pada tanggal 4 desember 2000 denagn dasar hukum uu no.22/2000.,IPS,Transposition Error
"Wilayah provinsi ini terdiri atas dua pulau utama, yaitu pulau bangka di sebelah barat dan pulau belitung di sebelah timur.","Wilayah provinsi ini terdiri atas dua apulu utama, yaitu pulau bangka di sebelah barat dan pulau belitung di sebelah timur.",IPS,Transposition Error
Selat gaspar memisahkan pulau bangka dari pulau belitung.,Selat gaspar memisahkan apulu bangka dari pulau belitung.,IPS,Transposition Error
"Di sekitar selat gaspar terdapat pulau kecil, seperti pulau burung, pulau lepar, pulau bantang, dan lain-lain.","Di sekitar selat gaspar terdapat pulau ikecl, seperti pulau burung, pulau lepar, pulau bantang, dan lain-lain.",IPS,Transposition Error
"Di peta, provinsi ini terletak pada 1° - 4°ls dan 105° - 109°bt.","Di peta, provinsi ini terletak pada 1° - 4°ls adn 105° - 109°bt.",IPS,Transposition Error
"Batas-batas wilayahnya yaitu di sebelah utara berbatasan dengan kepulauan riau (laut natuna), sebelah timur dengan selat karimata, sebelah selatan dengan laut jawa dan sebelah barat dengan selat bangka.","Batas-batas wilayahnya yaitu di sebelah utara erbatasban dengan kepulauan riau (laut natuna), sebelah timur dengan selat karimata, sebelah selatan dengan laut jawa dan sebelah barat dengan selat bangka.",IPS,Transposition Error
"Kota-kota penting di provinsi ini adalah pangkal pinang, sungai liat, mentok, toboali, koba, tanjung pandan, dan manggar.","Kota-kota penting di provinsi ini adalah pankgal pinang, sungai liat, mentok, toboali, koba, tanjung pandan, dan manggar.",IPS,Transposition Error
Provinsi lampung menempati bagian ujung selatan pulau sumatra.,Provinsi lampung menempati bagian ujung selatan apulu sumatra.,IPS,Transposition Error
Berdiri pada tanggal 13 februari 1964 dengan dasar hukum uu no. 14/1964.,Berdiri pada tanggal 13 februari 1964 denagn dasar hukum uu no. 14/1964.,IPS,Transposition Error
"Selain daratan utama, pulau sumatra bagian selatan wilayahnya meliputi sejumlah pulau kecil di teluk lampung dan selat sunda seperti pulau legundi, pulau besi, pulau sebuku, pulau rakata, pulau krakatau, dan lain-lain.","Selain daratan utama, pulau sumatra bagian seltaan wilayahnya meliputi sejumlah pulau kecil di teluk lampung dan selat sunda seperti pulau legundi, pulau besi, pulau sebuku, pulau rakata, pulau krakatau, dan lain-lain.",IPS,Transposition Error
"Di peta, pulau ini terletak pada 3° - 7° ls dan 103° - 106° bt.","Di peta, pulau ini terletak pada 3° - 7° ls adn 103° - 106° bt.",IPS,Transposition Error
"Batas-batas wilayahnya adalah di sebelah utara berbatasan dengan sumatra selatan, di sebelah timur dengan laut jawa, di sebelah selatan dengan selat sunda, dan sebelah barat dengan samudra hindia.","Batas-batas wilayahnya adalah di sebelah utara erbatasban dengan sumatra selatan, di sebelah timur dengan laut jawa, di sebelah selatan dengan selat sunda, dan sebelah barat dengan samudra hindia.",IPS,Transposition Error
"Kota-kota pentingnya antara lain bandar lampung, metro, liwa, kalinda, sukadana, kota agung, dan lain-lain.","Kota-kota pentingnya antara lain bandar lampung, rmeto, liwa, kalinda, sukadana, kota agung, dan lain-lain.",IPS,Transposition Error
Provinsi banten adalah provinsi muda hasil pemekaran dari provinsi jawa barat.,Provinsi banten adalah provinsi muda hasil pmekearan dari provinsi jawa barat.,IPS,Transposition Error
Berdiri pada tanggal 17 oktober 2000 dengan dasar hukum uu no. 23/2000.,Berdiri pada tanggal 17 oktober 2000 denagn dasar hukum uu no. 23/2000.,IPS,Transposition Error
"Provinsi yang berada di ujung barat pulau jawa ini, pada peta terletak pada 5° - 8° ls dan 105° - 107° bt.","Provinsi yang berada di ujung barat apulu jawa ini, pada peta terletak pada 5° - 8° ls dan 105° - 107° bt.",IPS,Transposition Error
"Batas-batas wilayahnya adalah di sebelah utara berbatasan dengan laut jawa, sebelah timur berbatasan dengan dki jakarta dan jawa barat, sebelah selatan berbatasan dengan samudra hindia, dan sebelah barat berbatasan dengan selat sunda.","Batas-batas wilayahnya adalah di sebelah utara erbatasban dengan laut jawa, sebelah timur berbatasan dengan dki jakarta dan jawa barat, sebelah selatan berbatasan dengan samudra hindia, dan sebelah barat berbatasan dengan selat sunda.",IPS,Transposition Error
"Kota-kota pentingnya antara lain cilegon, lebak, serang, tangerang, dan pandeglang.","Kota-kota pentingnya antara lain cilegon, lebak, sernag, tangerang, dan pandeglang.",IPS,Transposition Error
Provinsi dki jakarta menempati lahan kecil di sebelah utara jawa barat.,Provinsi dki jakarta menempati lahan kecil id sebelah utara jawa barat.,IPS,Transposition Error
Berdiri tanggal 10 februari 1965 dengan dasar hukum uu no. 1/1961.,Berdiri tanggal 10 februari 1965 dengan adsar hukum uu no. 1/1961.,IPS,Transposition Error
"Pada peta, provinsi ini terletak 6° - 7° ls dan 106° -107° bt.","Pada peta, provinsi ini terletak 6° - 7° sl dan 106° -107° bt.",IPS,Transposition Error
"Batas-batas wilayahnya adalah sebelah utara berbatasan dengan laut jawa, sebelah timur dan selatan berbatasan dengan jawa barat, serta sebelah barat berbatasan dengan banten.","Batas-batas wilayahnya adalah sebelah utara berbatasan denagn laut jawa, sebelah timur dan selatan berbatasan dengan jawa barat, serta sebelah barat berbatasan dengan banten.",IPS,Transposition Error
Provinsi dki jakarta adalah provinsi paling sibuk di indonesia karena sekaligus menjadi ibukota negara ri sehingga wilayah ini menjadi pusat kegiatan pemerintah dan kegiatan ekonomi.,Provinsi dki jakarta adalah provinsi paling usibk di indonesia karena sekaligus menjadi ibukota negara ri sehingga wilayah ini menjadi pusat kegiatan pemerintah dan kegiatan ekonomi.,IPS,Transposition Error
"Kota jakarta merupakan kota metropolitan, kota industri, dan juga kota terpadat penduduknya.","Kota jakarta merupakan kota metropolitan, kota indsutri, dan juga kota terpadat penduduknya.",IPS,Transposition Error
Provinsi jawa barat termasuk dalam kelompok provinsi yang pertama kali dibentuk di indonesia.,Provinsi jawa barat termasuk dalam kelompok proivnsi yang pertama kali dibentuk di indonesia.,IPS,Transposition Error
Berdiri pada tanggal 14 juli 1950 dengan dasar hukum uu no.l 1/1950.,Berdiri pada tanggal 14 juli 1950 denagn dasar hukum uu no.l 1/1950.,IPS,Transposition Error
"Di peta, provinsi ini terletak pada 5° - 8° ls dan 106° - 109° bt.","Di peta, provinsi ini terletak pada 5° - 8° ls adn 106° - 109° bt.",IPS,Transposition Error
"Batas-batas wilayahnya adalah sebelah utara berbatasan dengan laut jawa, sebelah timur berbatasan dengan jawa tengah, sebelah selatan dengan samudra hindia dan sebelah barat berbatasan dengan provinsi banten dan dki jakarta.","Batas-batas wilayahnya adalah sebelah utara berbatasan denagn laut jawa, sebelah timur berbatasan dengan jawa tengah, sebelah selatan dengan samudra hindia dan sebelah barat berbatasan dengan provinsi banten dan dki jakarta.",IPS,Transposition Error
"Kota-kota penting di jawa barat di antaranya adalah bandung, bekasi, bogor, ciamis, cianjur, depok, cibinong, sukabumi, dan lain-lain.","Kota-kota penting di jawa barat di ntaraanya adalah bandung, bekasi, bogor, ciamis, cianjur, depok, cibinong, sukabumi, dan lain-lain.",IPS,Transposition Error
Provinsi jawa tengah menempati lahan bagian tengah pulau jawa.,Provinsi jawa tenagh menempati lahan bagian tengah pulau jawa.,IPS,Transposition Error
Berdiri pada tanggal 4 juli 1950 dengan dasar hukum uu no. 70/1950.,Berdiri pada tanggal 4 juli 1950 denagn dasar hukum uu no. 70/1950.,IPS,Transposition Error
"Pada peta, provinsi ini terletak pada 6° - 9° ls dan 108° - 112°bt.","Pada peta, provinsi ini terletak pada 6° - 9° ls adn 108° - 112°bt.",IPS,Transposition Error
"Batas-batas wilayahnya adalah sebelah utara berbatasan dengan laut jawa, sebelah timur dengan jawa timur, sebelah selatan dengan samudra hindia dan d.i. yogyakarta, serta sebelah barat berbatasan dengan provinsi jawa barat.","Batas-batas wilayahnya adalah sebelah utara berbatasan denagn laut jawa, sebelah timur dengan jawa timur, sebelah selatan dengan samudra hindia dan d.i. yogyakarta, serta sebelah barat berbatasan dengan provinsi jawa barat.",IPS,Transposition Error
"Beberapa kota penting di provinsi ini antara lain semarang, demak, pekalongan, batang, surakarta, dan lain-lain.","Beberapa kota penting di provinsi ini ntaraa lain semarang, demak, pekalongan, batang, surakarta, dan lain-lain.",IPS,Transposition Error
Provinsi d.i. yogyakarta berada di wilayah selatan bagian tengah pulau jawa.,Provinsi d.i. yogyakarta berada di wilyaah selatan bagian tengah pulau jawa.,IPS,Transposition Error
Provinsi ini berdiri pada tanggal 4 maret 1950 dengan dasar hukum uu no.3/1950.,Provinsi ini berdiri pada tanggal 4 emart 1950 dengan dasar hukum uu no.3/1950.,IPS,Transposition Error
"Di peta, provinsi ini terletak pada posisi 7° - 9° ls dan 110° - 111° bt.","Di peta, provinsi ini terletak pada possii 7° - 9° ls dan 110° - 111° bt.",IPS,Transposition Error
"Batas-batas wilayahnya adalah di sebelah utara, timur dan barat berbatasan dengan provinsi jawa tengah dan sebelah selatan berbatasan dengan samudra hindia.","Batas-batas wilayahnya adalah di sebelah utara, utimr dan barat berbatasan dengan provinsi jawa tengah dan sebelah selatan berbatasan dengan samudra hindia.",IPS,Transposition Error
"Kota-kota pentingnya adalah bantul, wonosari, yogyakarta, sleman, dan wates.","Kota-kota pentingnya adalah bantul, wonosari, yogyakarta, sleamn, dan wates.",IPS,Transposition Error
Provinsi jawa timur adalah provinsi yang menempati bagian ujung paling timur pulau jawa.,Provinsi jawa timur adalah provinsi yang mnemepati bagian ujung paling timur pulau jawa.,IPS,Transposition Error
Berdiri pada tanggal 4 maret 1950 dengan dasar hukum uu no. 2/1950.,Berdiri pada tanggal 4 maret 1950 denagn dasar hukum uu no. 2/1950.,IPS,Transposition Error
"Pada peta, provinsi ini terletak pada posisi 6° - 9° ls dan 110° - 115° bt.","Pada peta, provinsi ini terletak pada possii 6° - 9° ls dan 110° - 115° bt.",IPS,Transposition Error
"Batas-batas wilayahnya adalah sebelah utara berbatasan dengan laut jawa, sebelah timur dengan selat bali, sebelah selatan berbatasan dengan samudra hindia, dan sebelah barat berbatasan dengan jawa tengah.","Batas-batas wilayahnya adalah sebelah utara berbatasan denagn laut jawa, sebelah timur dengan selat bali, sebelah selatan berbatasan dengan samudra hindia, dan sebelah barat berbatasan dengan jawa tengah.",IPS,Transposition Error
"Wilayah provinsi jawa timur meliputi daratan paling timur pulau jawa, pulau madura serta pulau-pulau kecil di sekitamya.","Wilayah provinsi jawa timur meliputi daratan palnig timur pulau jawa, pulau madura serta pulau-pulau kecil di sekitamya.",IPS,Transposition Error
