kalimat_awal,kalimat_salah,Pelajaran,tipe_kesalahan
"Jadi, pancasila artinya lima dasar atau azas.","Jadi, pancasila artinya lima dasar atau azast.",IPS,Insertion Error
"Kelima asas itu atas petunjuk seorang ahli bahasa oleh ir. soekarno diberi nama pancasila, kemudian diusulkan menjadi dasar negara indonesia.","Kelima asas itu atas petunjuk seorang ahlit bahasa oleh ir. soekarno diberi nama pancasila, kemudian diusulkan menjadi dasar negara indonesia.",IPS,Insertion Error
"Pada tanggal 22 juni 1945 bpupki membentuk panitia kecil yang beranggotakan sebanyak 9 orang, maka disebut panitia sembilan.","Pada tanggal 22 juni 1945 bpupki membenttuk panitia kecil yang beranggotakan sebanyak 9 orang, maka disebut panitia sembilan.",IPS,Insertion Error
Panitia sembilan berhasil menyusun suatu rumusan yang menggambarkan maksud dan tujuan pembentukan negara indonesia merdeka.,Panitia sembilan berhasil menyusun suatu rumusan yangt menggambarkan maksud dan tujuan pembentukan negara indonesia merdeka.,IPS,Insertion Error
Hasil kerja panitia sembilan itu kemudian diberi nama jakarta charter atau piagam jakarta.,Hasil kerja panitia sembilan itu kemudian dibetri nama jakarta charter atau piagam jakarta.,IPS,Insertion Error
Rumusan dasar negara yang terdapat dalam piagam jakarta berbunyi sebagai berikut.,Rumusan dasar negara yang terdapat dalam piagtam jakarta berbunyi sebagai berikut.,IPS,Insertion Error
Sidang pbupki yang kedua berlangsung pada tanggal 10-17 juli 1945 membahas masalah rancangan uud .,Sidang pbupki yang kedua berlangsung pada tangtgal 10-17 juli 1945 membahas masalah rancangan uud .,IPS,Insertion Error
"Pada sidang yang kedua ini, bpupki membentuk satu panitia baru yakni panitia perancang uud.","Pada sidang yang kedua ini, bpupki membenttuk satu panitia baru yakni panitia perancang uud.",IPS,Insertion Error
Tugas panitia ini adalah menyusun uud negara indonesia.,Tugas panitia ini adalah menyusun uud negatra indonesia.,IPS,Insertion Error
"Pada tanggal 14 juli 1945, panitia perancang uud melaporkan hasil kerjanya kepada bpupki.","Pada tanggal 14 juli 1945, panitia perancatng uud melaporkan hasil kerjanya kepada bpupki.",IPS,Insertion Error
"Selanjutnya, pada tanggal 18 agustus 1945 (setelah proklamasi kemerdekaan republik indonesia), ppki mengadakan sidang.","Selanjutnya, pada tanggal 18 agustus 1945 (setetlah proklamasi kemerdekaan republik indonesia), ppki mengadakan sidang.",IPS,Insertion Error
"Sebelum sidang secara resmi di buka, ir. soekarno didampingi oleh drs. moh. hatta melakukan pertemuan dengan tokoh-tokoh islam.","Sebelum sidang secara resmi di buka, tir. soekarno didampingi oleh drs. moh. hatta melakukan pertemuan dengan tokoh-tokoh islam.",IPS,Insertion Error
"Mereka adalah ki bagus hadikusuma, k.h. wachid hasyim, kasman singodimbejo dan teuku mohammad hasan.","Mereka adalath ki bagus hadikusuma, k.h. wachid hasyim, kasman singodimbejo dan teuku mohammad hasan.",IPS,Insertion Error
Pertemuan itu membahas perumusan dasar negara khususnya mengenai sila pertama.,Pertemuan itu membahas perumusan dasar negara khususntya mengenai sila pertama.,IPS,Insertion Error
"Ada sebagian masyarakat indonesia yang tidak setuju dengan bunyi sila pertama menurut piagam jakarta  ""ke-tuhanan dengan kewajiban menjalankan syariat-syariat islam bagi pemeluk-pemeluknya"".","Ada sebagian masyarakat indonesia yang tidak setutju dengan bunyi sila pertama menurut piagam jakarta  ""ke-tuhanan dengan kewajiban menjalankan syariat-syariat islam bagi pemeluk-pemeluknya"".",IPS,Insertion Error
"Pesan ketidaksetujuan itu, mereka sampaikan kepada drs. moh. hatta.","Pesan ketidaksetujuan itu, mereka sampaikan kepada tdrs. moh. hatta.",IPS,Insertion Error
"Apabila kata-kata itu tetap dipakai, maka seolah-olah hanya memberi tempat kepada kelompok islam saja.","Apabila kata-kata itu tetap dipakai, maka seolah-olath hanya memberi tempat kepada kelompok islam saja.",IPS,Insertion Error
"Oleh karena itu, kata-kata itu harus diubah.","Oleh karena itu, kata-kata itu harus diubtah.",IPS,Insertion Error
"Demi rasa persatuan dan kesatuan, maka atas dasar kesepakatan para tokoh islam yang diajak berdialog dengan ir. soekarno dan drs. moh. hatta dicapai kata sepakat.","Demi rasa persatuan dan kesatuan, maka atast dasar kesepakatan para tokoh islam yang diajak berdialog dengan ir. soekarno dan drs. moh. hatta dicapai kata sepakat.",IPS,Insertion Error
"Kalimat itu diganti dengan ""ketuhanan yang maha esa""?.","Kalimat itu diganti dengan ""ketuhanan yang mahat esa""?.",IPS,Insertion Error
"Rumusan dasar negara yang otentik, bukanlah rumusan-rumusan individu yang diusulkan oleh moh. yamin, mr. supomo atau ir. soekarno.","Rumusan dasar negara yang otentik, bukanlah rumusan-rumutsan individu yang diusulkan oleh moh. yamin, mr. supomo atau ir. soekarno.",IPS,Insertion Error
Bukan pula rumusan di dalam piagam jakarta.,Bukan pula rumusan di dalam piagam jakatrta.,IPS,Insertion Error
"Rumusan dasar negara yang otentik adalah seperti yang dirumuskan oleh ppki dalam sidangnya yang pertama tanggal 18 agustus 1945, yaitu sebagai berikut.","Rumusan dasar negara yang otentik adalah sepetrti yang dirumuskan oleh ppki dalam sidangnya yang pertama tanggal 18 agustus 1945, yaitu sebagai berikut.",IPS,Insertion Error
Perubahan sila pertama dasar negara ini berimbas pada perubahan beberapa pasal yang ada dalam rancangan undang-undang dasar.,Perubahan sila pertama dasar negara ini berimbats pada perubahan beberapa pasal yang ada dalam rancangan undang-undang dasar.,IPS,Insertion Error
Bentuklah kelompok 15-20 anak.,Bentuklah kelompok 15-2t0 anak.,IPS,Insertion Error
Simulasikan salah satu suasana persidangan bpupki.,Simulasikan salah satu suoasana persidangan bpupki.,IPS,Insertion Error
Kelompok yang lain memberikan tanggapan.,Kelompok yang lain memberikano tanggapan.,IPS,Insertion Error
Pembentukan bpupki dan ppki adalah sebagian dari persiapan kemerdekaan indonesia.,Pembentukan bpupki dan ppki adalah sebagian darit persiapan kemerdekaan indonesia.,IPS,Insertion Error
Hal ini terjadi pada masa pendudukan jepang.,Hal ini terjadi pada masa pendudukan jepatng.,IPS,Insertion Error
Banyak tokoh indonesia yang berperan dalam mempersiapkan kemerdekaan indonesia.,Banyak tokoh indonesia yang berperan dalam mempersiapkatn kemerdekaan indonesia.,IPS,Insertion Error
"Tokoh tersebut, antara lain ir. soekarno (bung karno) dan drs. moh. hatta (bung hatta).","Tokoh tersebut, antara lain ir. soekarno (bungt karno) dan drs. moh. hatta (bung hatta).",IPS,Insertion Error
"Ir. soekarno, lahir di blitar, jawa timur pada tanggal 6 juni 1901.","Ir. soekarno, lahir di blitar, jawa timutr pada tanggal 6 juni 1901.",IPS,Insertion Error
Ayahnya bernama raden sukemi sosrodiharjo.,Ayahnya bernama raden suokemi sosrodiharjo.,IPS,Insertion Error
"Ibunya, berasal dari bali, bernama ida nyoman rai.","Ibunya, berasal dari bali, bernama ida nyomtan rai.",IPS,Insertion Error
"Pada masa kecil dan remajanya, soekarno dikenal pemberani.","Pada masa kecil dan remajanya, soekarno diketnal pemberani.",IPS,Insertion Error
Pendidikan yang ditempuh cukup berhasil.,Pendidikan yang ditempuh cuokup berhasil.,IPS,Insertion Error
"Di tengah-tengah masa penjajahan, ia berhasil meraih gelar ir. insinyur) dari techische hooge school (ths) bandung, sekarang dikenal sebagai institut teknologi bandung (itb).","Di tengah-tengah masa penjajahan, ia berhasil meratih gelar ir. insinyur) dari techische hooge school (ths) bandung, sekarang dikenal sebagai institut teknologi bandung (itb).",IPS,Insertion Error
"Pada masa pergerakan nasional, ir. soekarno selalu tampil sebagai pemimpin organisasi.","Pada masa pergerakan nasional, ir. soekarno selatlu tampil sebagai pemimpin organisasi.",IPS,Insertion Error
"Pada tahun 1927, ir. soekarno mendirikan partai nasional indonesia (pni).","Pada tahun 1927, ir. soekarno mendirikan parttai nasional indonesia (pni).",IPS,Insertion Error
"Pada masa pendudukan jepang, ir. soekarno sebagai pemimpin peta bersama drs. moh. hatta, ki hajar dewantara, dan k.h. mansur.","Pada masa pendudukan jepang, ir. soekarno sebatgai pemimpin peta bersama drs. moh. hatta, ki hajar dewantara, dan k.h. mansur.",IPS,Insertion Error
Ir. soekarno juga diangkat sebagai ketua ppki.,Ir. soekarno juga diangkat sebagai ketua ppkit.,IPS,Insertion Error
"Peran ir. soekarno dalam persiapan kemerdekaan indonesia cukup besar, yaitu sebagai berikut.","Peran ir. soekarno dalam persiapan kemerdekaan indonestia cukup besar, yaitu sebagai berikut.",IPS,Insertion Error
"Dalam sidang bpupki pertama, ir soekarno mengusulkan tentang konsep dasar negara pancasila pada tanggal 1 juni 1945.","Dalam sidang bpupki pertama, ir soekarno mengusulkatn tentang konsep dasar negara pancasila pada tanggal 1 juni 1945.",IPS,Insertion Error
"Sebagai ketua ""anitia kecil"" yang dibentuk bpupki pada tanggal 22 juni 1945.","Sebagai ketua ""anitia kecil"" yang dibentuk bpuptki pada tanggal 22 juni 1945.",IPS,Insertion Error
"Ir soekarno bersama drs. moh. hatta dan dr. radjiman ediodiningrat pada tanggal 9 agustus 1945 berangkat ke dalat, vietnam selatan memenuhi panggilan jendreral terauchi.","Ir soekarno bersama drs. moh. hatta tdan dr. radjiman ediodiningrat pada tanggal 9 agustus 1945 berangkat ke dalat, vietnam selatan memenuhi panggilan jendreral terauchi.",IPS,Insertion Error
"Drs. moh. hatta lahir di bukittinggi, umatra barat pada tanggal 12 agustus 1902.","Drs. moh. hatta lahir di bukittinggi, umattra barat pada tanggal 12 agustus 1902.",IPS,Insertion Error
La pernah belajar di sekolah tinggi ilmu ekonomi di negera belanda.,La pernah belajar di sekolah tinggi ilmut ekonomi di negera belanda.,IPS,Insertion Error
Drs. moh. hatta pernah menjadi ketua pendidikan asional indonesia (pni) baru di bandung.,Drs. moh. hatta pernah menjadi ketua pendidikant asional indonesia (pni) baru di bandung.,IPS,Insertion Error
"Drs. moh. hatta sebagai pemimpin peta bersama, ir. soekarno, ki hajar dewantara, dan k.h. mansur. drs. moh. hatta juga iangkat sebagai wakil ketua ppki.","Drs. moh. hatta sebagai pemimpin peta berstama, ir. soekarno, ki hajar dewantara, dan k.h. mansur. drs. moh. hatta juga iangkat sebagai wakil ketua ppki.",IPS,Insertion Error
"Peran drs. moh. hatta dalam persiapan kemerdekaan indonesia cukup besar, yaitu sebagai berikut.","Peran drs. moh. hatta dalam persiapan kemerdekaatn indonesia cukup besar, yaitu sebagai berikut.",IPS,Insertion Error
Drs. moh. hatta menjadi wakil ketua ppki yang dibentuk tanggal 7 agustus 1945.,Drs. moh. hatta menjadi wakil ketua ppkit yang dibentuk tanggal 7 agustus 1945.,IPS,Insertion Error
"Drs. moh. hatta bersama ir soekarno dan dr. radjiman ediodiningrat pada tanggal 9 agustus 1 945 berangkat ke dalat, vietnam selatan memenuhi panggilan jendreral terauchi.","Drs. moh. hatta bersama ir soekarno tdan dr. radjiman ediodiningrat pada tanggal 9 agustus 1 945 berangkat ke dalat, vietnam selatan memenuhi panggilan jendreral terauchi.",IPS,Insertion Error
Ir soekarno dan drs. moh. hatta telah banyak jasanya dalam erjuangan dan berhasil mengantarkan bangsa indonesia menuju kemerdekaan.,Ir soekarno dan drs. moh. hatta telath banyak jasanya dalam erjuangan dan berhasil mengantarkan bangsa indonesia menuju kemerdekaan.,IPS,Insertion Error
Mereka berdua adalah yang menandatangani naskah proklamasi kemerdekaan republik indonesia.,Mereka berdua adalah yang menandatangani naskah proklamasit kemerdekaan republik indonesia.,IPS,Insertion Error
Keduanya dianugerahi gelar sebagai bapak proklamator republik indonesia.,Keduanya dianugerahi gelar sebagai bapak proklamator republitk indonesia.,IPS,Insertion Error
Bagaimana pendapatmua tentang peranan ir. soekarno dan drs. moh. hatta dalam mempersiapkan kemerdekaan?,Bagaimana pendapatmua tentang peranan ir. soekarno tdan drs. moh. hatta dalam mempersiapkan kemerdekaan?,IPS,Insertion Error
"Pada tanggal 7 september 1944, perdana menteri jepang koiso memberikan janji kemerdekan di kelak kemudian hari kepada bangsa indonesia.","Pada tanggal 7 september 1944, perdana mentteri jepang koiso memberikan janji kemerdekan di kelak kemudian hari kepada bangsa indonesia.",IPS,Insertion Error
"Untuk merealisasikan janjinya, pemerintah jepang di jawa pada tanggal 28 mei 1945 membentuk badan penyelidik usaha-usaha persiapan kemerdekaan indonesia (bpupki).","Untuk merealisasikan janjinya, pemerintah jepang di jawat pada tanggal 28 mei 1945 membentuk badan penyelidik usaha-usaha persiapan kemerdekaan indonesia (bpupki).",IPS,Insertion Error
Selama dibentuk bpupki mengadakan dua kali sidang.,Selama dibentuk bpupki mengadakan dua kali sidatng.,IPS,Insertion Error
Sidang pertama menghasilkan rancangan dasar negara; sedangan sidang yang kedua menghasilkan rancangan undang-undang dasar.,Sidang pertama menghasilkan rancangan dasar negara; sedangatn sidang yang kedua menghasilkan rancangan undang-undang dasar.,IPS,Insertion Error
Pada tanggal 6 agustus 1945 kota hiroshima dibom oleh amerika serikat.,Pada tanggal 6 agustus 1945 kota hiroshitma dibom oleh amerika serikat.,IPS,Insertion Error
Kejadian ini semakin membuka jalan menuju kemerdekaan indonesia.,Kejadian ini semakin membuka jalan menuju kemerdekaatn indonesia.,IPS,Insertion Error
"Pada tanggal 7 agustus 1945, bpupki dibubarkan.","Pada tanggal 7 agustus 1945, bpupki dibubarkant.",IPS,Insertion Error
Sebagai gantinya dibentuklah panitia persiapan kemerdekaan indonesia (ppki) dengan ir. soekarno sebagai ketua dan drs. moh. hatta sebagai wakil ketua.,Sebagai gantinya dibentuklah panitia persiapan kemerdekaan indonestia (ppki) dengan ir. soekarno sebagai ketua dan drs. moh. hatta sebagai wakil ketua.,IPS,Insertion Error
Tugas ppki mempersiapkan proses pelaksanaan proklamasi kemerdekaan.,Tugas ppki mempersiapkan proses pelaksanaan proklamasi kemerdekaatn.,IPS,Insertion Error
"Jika pra tokoh kita dahulu mempersipalan kemerdekaan, tugas kita sekarang alah mempersipkan diri kita untuk membangun indonesia yang lebih baik.","Jika pra tokoh kita dahulu mempersipalan kemerdekaatn, tugas kita sekarang alah mempersipkan diri kita untuk membangun indonesia yang lebih baik.",IPS,Insertion Error
Apa maksud jepang memberikan janji kemerdekaan kepada bangsa indonesia ?,Apa maksud jepang memberikan janji kemerdekaan kepatda bangsa indonesia ?,IPS,Insertion Error
Apa tugas bpupki?,Apa tugas bpuptki?,IPS,Insertion Error
Kapan sidang bpupki pertama berlangsung dan apa hasilnya?,Ktapan sidang bpupki pertama berlangsung dan apa hasilnya?,IPS,Insertion Error
Kapan sidang bpupki kedua berlangsung dan apa hasilnya?,Ktapan sidang bpupki kedua berlangsung dan apa hasilnya?,IPS,Insertion Error
Mengapa kita wajib menghargai jasa-jasa para tokoh persiapan kemerdekaan?,Mengapa kita wajib menghargai jasa-jasa para tokoth persiapan kemerdekaan?,IPS,Insertion Error
Dalam persiapan proklamasi kemerdekaan indonesia ada dua badan yang memegang peranan penting yaitu bpupki dan ppki.,Dalam persiapan proklamasi kemerdekaan indonesia ada tdua badan yang memegang peranan penting yaitu bpupki dan ppki.,IPS,Insertion Error
Khusus untuk bpupki jawablah beberapa rumusan masalah dalam tabel berikut ini.,Khusus untuk bpupki jawablah beberapa rumusan masatlah dalam tabel berikut ini.,IPS,Insertion Error
Kapan bpupki dibentuk?,Kapan bpupki dibentutk?,IPS,Insertion Error
Sebutkan susunan pengurus bpupki!,Sebutkan susunan penguruts bpupki!,IPS,Insertion Error
Berapa kali bpupki mengadakan sidang?,Berapa kali bpupki mengadakano sidang?,IPS,Insertion Error
Sebutkan hasil sidang bpupki!,Sebutkan hasil sidatng bpupki!,IPS,Insertion Error
Proklamasi merupakan titik puncak perjuangan bangsa indonesia mencapai kemerdekaan.,Proklamasi merupakan titik puncak perjuangan bangsa indonestia mencapai kemerdekaan.,IPS,Insertion Error
"Sebelum pernyataan proklamasi dikumandangkan, ada beberapa peristiwa penting yang mendahuluinya.","Sebelum pernyataan proklamasi dikumandangkan, ada beberapa peristitwa penting yang mendahuluinya.",IPS,Insertion Error
"Peristiwa penting tersebut, di antaranya ialah peristiwa rengadengklok, perumusan naskah proklamasi dan pernyataan proklamasi.","Peristiwa penting tersebut, di antaranya ialah peristitwa rengadengklok, perumusan naskah proklamasi dan pernyataan proklamasi.",IPS,Insertion Error
"Nah, untuk memahami apa itu peristiwa rengandengklok, bagaimana perumusan teks proklamasi dan pernyataan proklamasi, ikuti uraian berikut ini.","Nah, untuk memahami apa itu peristiwa rengandengkltok, bagaimana perumusan teks proklamasi dan pernyataan proklamasi, ikuti uraian berikut ini.",IPS,Insertion Error
Pada tanggal 14 agustus 1945 jepang menyerah tanpa syarat kepada sekutu.,Pada tanggal 14 agustus 1945 jepang menyerath tanpa syarat kepada sekutu.,IPS,Insertion Error
"Sementara itu, pemerintah pendudukan jepang di indonesia merahasiakan berita penyerahan jepang kepada sekutu.","Sementara itu, pemerintah pendudukan jepang di indonestia merahasiakan berita penyerahan jepang kepada sekutu.",IPS,Insertion Error
Sutan syahrir yang telah mengetahui kekalahan jepang segera menemui bung karno dan bung hatta.,Sutan syahrir yang telah mengetahui kekalahan jepatng segera menemui bung karno dan bung hatta.,IPS,Insertion Error
Sutan syahrir mendesak kedua tokoh tersebut untuk segera memproklamasikan kemerdekaan indonesia.,Sutan syahrir mendesak kedua tokoh tersebut untutk segera memproklamasikan kemerdekaan indonesia.,IPS,Insertion Error
"Namun, ir. soekarnodan drs. moh. hatta ingin membahas pelaksanaan proklamasi kemerdekaan di dalam rapat ppki terlebih dahulu.","Namun, ir. soekarnodan drs. moh. hatta ingitn membahas pelaksanaan proklamasi kemerdekaan di dalam rapat ppki terlebih dahulu.",IPS,Insertion Error
Para pemuda tidak putus asa.,Para pemuda tidak puotus asa.,IPS,Insertion Error
"Pada malam hari tanggal 15 agustus 1945, para tokoh pemuda mengadakan rapat kilat.","Pada malam hari tanggal 15 agustus 1945t, para tokoh pemuda mengadakan rapat kilat.",IPS,Insertion Error
Keputusan rapat adalah segera memproklamasikan kemerdekaan indonesia pada tanggal 16 agustus 1945.,Keputusan rapat adalah segera memproklamasikan kemerdekaan indonestia pada tanggal 16 agustus 1945.,IPS,Insertion Error
"Sebab, jepang sudah kalah sedangkan sekutu sebagai pemenang perang belum datang.","Sebab, jepang sudah kalah sedangkan sekutu sebatgai pemenang perang belum datang.",IPS,Insertion Error
Golongan pemuda mengutus darwis dan wikana menemui bung karno dan bung hatta untuk menyampaikan hasil rapat golongan muda tersebut.,Golongan pemuda mengutus darwis dan wikana menetmui bung karno dan bung hatta untuk menyampaikan hasil rapat golongan muda tersebut.,IPS,Insertion Error
Akan tetapi bung karno dan bung hatta tidak menyetujui permintaan tersebut.,Akan tetapi bung karno dan bung hattta tidak menyetujui permintaan tersebut.,IPS,Insertion Error
Terjadilah ketegangan akibat pertentangan pendapat antara golongan tua dan golongan muda.,Terjadilah ketegangan akibat pertentangan pendapat antara golongatn tua dan golongan muda.,IPS,Insertion Error
"Untuk menghindari hal-hal yang tidak diinginkan, maka pada dini hari tanggal 16 agustus 1945 tiga tokoh pemuda yakni soekarni, yusuf kunto, dan syodanco singgih membawa bung karno dan bung hatta ke rengasdengklok, jawa barat.","Untuk menghindari hal-hal yang tidak diinginkan, maka pada dini hari tanggal 16 agustus 1945 tiga tokoh pemuda yakni soekarni, yusuf kunto, dan syodanco singgih membawa buong karno dan bung hatta ke rengasdengklok, jawa barat.",IPS,Insertion Error
Di rengasdengklok para pemuda mendesak bung karno dan bung hatta agar segera melaksanakan proklamasi kemerdekaan indonesia.,Di rengasdengklok para pemuda mendesak bung karnto dan bung hatta agar segera melaksanakan proklamasi kemerdekaan indonesia.,IPS,Insertion Error
Pada sore harinya ahmad subardjo menyusul ke rengasdengklok dan berhasil menjembatani pertentangan pendapat antara golongan pemuda dengan bung karno dan bung hatta.,Pada sore harinya ahmad subardjo menyusul tke rengasdengklok dan berhasil menjembatani pertentangan pendapat antara golongan pemuda dengan bung karno dan bung hatta.,IPS,Insertion Error
"Setelah para tokoh itu mencapai kata sepakat dalam musyawarah, mereka memutuskan untuk memproklamasikan kemerdekaan indonesia pada tanggal 17 agustus 1945.","Setelah para tokoh itu mencapai kata sepatkat dalam musyawarah, mereka memutuskan untuk memproklamasikan kemerdekaan indonesia pada tanggal 17 agustus 1945.",IPS,Insertion Error
"Setelah adanya kesepakatan antara golongan pemuda dan golongan tua tentang waktu pelaksaaan proklamasi, mereka kembali ke jakarta.","Setelah atdanya kesepakatan antara golongan pemuda dan golongan tua tentang waktu pelaksaaan proklamasi, mereka kembali ke jakarta.",IPS,Insertion Error
Bentuklah kelompok (15-20 anak) dan buatlah drama peristiwa rengasdenglok.,Bentuklah kelompok (15-20 anak) dan buatlah dramta peristiwa rengasdenglok.,IPS,Insertion Error
Pentaskan di depan kelas.,Pentaskan di depatn kelas.,IPS,Insertion Error
Kelompok lain memberikan tanggapan.,Kelompok lain memberikant tanggapan.,IPS,Insertion Error
"Setelah tiba di jakarta, segera diadakan pembicaraan antara anggota ppki (golongan tua) dengan para pemuda (golongan muda)untuk membicarakan persiapan proklamasi kemerdekaan indonesia.","Setelah tiba di jakarta, segera diadakan pembicaraatn antara anggota ppki (golongan tua) dengan para pemuda (golongan muda)untuk membicarakan persiapan proklamasi kemerdekaan indonesia.",IPS,Insertion Error
Pertemuan diadakan di rumah laksamana muda maeda di jalan imam bonjol no. 1 jakarta.,Pertemuan diadakan di rumah laksamana muda maedta di jalan imam bonjol no. 1 jakarta.,IPS,Insertion Error
Ir. soekarno memegang pena untuk menulis konsep.,Ir. soekarno memegang pena untuk menulis konstep.,IPS,Insertion Error
"Ahmad subardjo mendiktekan kalimat pertama: ""kami bangsa indonesia dengan ini menyatakan kemerdekaan indonesiaâ"".","Ahmad subardjo mendiktekan kalimat pertama: ""kami bangtsa indonesia dengan ini menyatakan kemerdekaan indonesiaâ"".",IPS,Insertion Error
"Kemudian bung hatta menyempurnakan dengan kalimat; ""hal-hal yang mengenai pemindahan kekuasaan dan lain-lain diselenggarakan dengan seksama dan dalam tempo sesingkat-singkatnya"".","Kemudian bung hatta menyempurnakan dengan kalimat; ""hal-thal yang mengenai pemindahan kekuasaan dan lain-lain diselenggarakan dengan seksama dan dalam tempo sesingkat-singkatnya"".",IPS,Insertion Error
"Menjelang pagi tanggal 17 agustus 1945 teks proklamasi berhasil dirumuskan oleh ir. soekarno, drs. moh hatta, dan ahmad subardjo yang disaksikan oleh sayuti melik, sukarni, bm. diah, dan sudiro.","Menjelang pagi tanggal 17 agustus 1945 tekst proklamasi berhasil dirumuskan oleh ir. soekarno, drs. moh hatta, dan ahmad subardjo yang disaksikan oleh sayuti melik, sukarni, bm. diah, dan sudiro.",IPS,Insertion Error
Naskah proklamasi yang ditulis tangan oleh soekarno dibacakan di hadapan peserta rapat (yang menunggu di ruang depan).,Naskah proklamasi yang ditulis tangan oleh soekarnto dibacakan di hadapan peserta rapat (yang menunggu di ruang depan).,IPS,Insertion Error
"Ketika itu timbul permasalahan, yaitu siapa yang akan menandatangani naskah proklamasi tersebut.","Ketika itu timbul permasalahan, yaitu siapa yangt akan menandatangani naskah proklamasi tersebut.",IPS,Insertion Error
Mulanya diusulkan agar semua yang hadir ikut menandatangani naskah proklmasi tersebut.,Mulanya diusulkan agar semua yang hadir ikutt menandatangani naskah proklmasi tersebut.,IPS,Insertion Error
Tetapi mereka tidak setuju.,Tetapi mereka tidatk setuju.,IPS,Insertion Error
"Sukarni mengusulkan agar naskah proklamasi ditandatangani oleh ir, soekarno dan drs. moh. hatta, atas nama bangsa indonesia.","Sukarni mengusulkan agar naskah proklamasi ditandatangani oleht ir, soekarno dan drs. moh. hatta, atas nama bangsa indonesia.",IPS,Insertion Error
Usul itu diterima dengan suara bulat.,Usul itu diterima deongan suara bulat.,IPS,Insertion Error
"Laksamana muda maeda, adalah seorang kepala perwakilan angkatan laut jepang di jakarta yang simpati terhadap perjuangan bangsa indonesia sehingga mengizinkan dan menjamin keselamatan untuk membicarakan pelaksanaan proklamasi.","Laksamana muda maeda, adalah seorang kepala perwakilant angkatan laut jepang di jakarta yang simpati terhadap perjuangan bangsa indonesia sehingga mengizinkan dan menjamin keselamatan untuk membicarakan pelaksanaan proklamasi.",IPS,Insertion Error
Setelah mendapat persetujuan isi dan siapa yang menandatangani teks tersebut kemudian ir. soekarno meminta kepada sayuti melik untuk mengetik konsep naskah proklamasi tersebut dengan beberapa perubahan.,Setelah mendapat persetujuan isi dan siapa yangt menandatangani teks tersebut kemudian ir. soekarno meminta kepada sayuti melik untuk mengetik konsep naskah proklamasi tersebut dengan beberapa perubahan.,IPS,Insertion Error
Setelah diketik kemudian ditandatangani oleh soekarno - hatta atas nama bangsa indonesia.,Setelah diketik kemudian ditandatangani oleh soekarno t- hatta atas nama bangsa indonesia.,IPS,Insertion Error
"Ada tiga perubahan, yakni kata ""tempoh"" diganti menjadi ""tempo"", sedangkan di bagian akhir ""wakil-wakil bangsa indonesia"" diganti dengan ""atas nama bangsa indonesia"".","Ada tiga perubahan, yakni kata ""tempoh"" digatnti menjadi ""tempo"", sedangkan di bagian akhir ""wakil-wakil bangsa indonesia"" diganti dengan ""atas nama bangsa indonesia"".",IPS,Insertion Error
"Cara menulis tanggal diubah sedikit yakni dari ""djakarta, 17-8-05"" menjadi ""djakarta, hari 17 boelan 8 tahoen 05"".","Cara menulis tanggal diubah sedikit yakni darit ""djakarta, 17-8-05"" menjadi ""djakarta, hari 17 boelan 8 tahoen 05"".",IPS,Insertion Error
"Tahun 05 maksudnya ialah tahun jepang, sebab pada waktu itu indonesia masih menggunakan tahun jepang.","Tahun 05 maksudnya ialah tahun jepang, sebatb pada waktu itu indonesia masih menggunakan tahun jepang.",IPS,Insertion Error
Tahun jepang 2605 sama dengan tahun masehi 1945.,Tahun jepang 2605 sama dengan tahun masethi 1945.,IPS,Insertion Error
Berita tentang akan dinyatakannya proklamasi kemerdekaan indonesia telah didengar oleh rakyat.,Berita tentang akan dinyatakannya proklamasi kemerdekaan indonestia telah didengar oleh rakyat.,IPS,Insertion Error
Menurut rencana pembacaan teks proklamasi akan dilaksanakan di lapangan ikada.,Menurut rencana pembacaan teks proklamasi akan dilaksanakant di lapangan ikada.,IPS,Insertion Error
"Namun, karena pertimbangan keamanan maka dialihkan  di rumah ir. soekarno.","Namun, karena pertimbangan keamanan maka tdialihkan  di rumah ir. soekarno.",IPS,Insertion Error
"Sekitar 1000 orang, terutama barisan pelopor telah berkumpul di rumah ir. soekarno, di jalan pegangsaan timur no. 56 jakarta (sekarang jalan proklamasi).","Sekitar 1000 orang, terutama barisan pelopor telath berkumpul di rumah ir. soekarno, di jalan pegangsaan timur no. 56 jakarta (sekarang jalan proklamasi).",IPS,Insertion Error
"Mereka mengetahui bahwa pada hari itu (jum'at tanggal 17 agustus 1945), akan dibacakan proklamasi kemerdekaan indonesia.","Mereka mengetahui bahwa pada hari itu (tjum'at tanggal 17 agustus 1945), akan dibacakan proklamasi kemerdekaan indonesia.",IPS,Insertion Error
Para hadirin sudah tidak sabar untuk mendengarkan pernyataan proklamasi kemerdekaan indonesia.,Para hadirin sudah tidak sabar untuk mendengarkant pernyataan proklamasi kemerdekaan indonesia.,IPS,Insertion Error
"Tepat pukul 10.00 wib, ir. soekarno didampingi drs. moh. hatta membacakan naskah proklamasi kemerdekaan indonesia.","Tepat pukul 10.00 wib, ir. soekarnto didampingi drs. moh. hatta membacakan naskah proklamasi kemerdekaan indonesia.",IPS,Insertion Error
