kalimat_awal,kalimat_salah,Pelajaran,tipe_kesalahan
Penyerahan irian barat akan dibicarakan satu tahun kamudian.,Penyerahan irian barat makan dibicarmakan satu tahun kamudian.,IPS,Real word Error
Akan dibentuk uni indonesia-belanda dengan ratu yuliana sebagai kepala uni.,Akan dibentuk uni indonesia-belanda dengan ratu yuliana sebagian kepala uni.,IPS,Real word Error
"Pada tanggal 23 desember 1949, delegasi indonesia (ris) yang diketuai oleh drs. moh hatta berangkat ke netherland.","Pada tanggal 23 desember 1949, delegasi indonesia (ris) yang diketuai oles drs. moh hatta berangkat ke netherland.",IPS,Real word Error
Akhirnya pada tanggal 27 desember 1949 pemerintah belanda menyerahkan kedaulatan atas indonesia kepada republik indonesia serikat.,Akhirnya padahal tanggal 27 desember 1949 pemerintah belanda menyerahkan kedaulatan atas indonesia kepadahal republik indonesia serikat.,IPS,Real word Error
"Di negeri belanda, ratu juliana menyerahkan kedaulatan kepada ketua delegasi indonesia (ris) drs. moh. hatta.","Di negri belanda, ratu juliana menyerahkan kedaulatan kepada ketua delegasi indonesia (ris) drs. moh. hatta.",IPS,Real word Error
"Di jakarta, wakil tinggi mahkota a.h.j. lovink menyerahkan kedaulatan kepada wakil pemerintah ris, sri sultan hamengkubuwono ix.","Di jakarta, wakil tinggi mahkota a.h.j. lovink menyerahkan kedaulatan kepala wakil pemerintah ris, sri sultan hamengkubuwono ix.",IPS,Real word Error
"Bersama dengan itu, di yogyakarta presiden soekarno menerima republik indonesia ke dalam ris dari pejabat presiden mr. assaat.","Bersama dengar itu, di yogyakarta presiden soekarno menerima republik indonesia ke dalam ris dari pejabat presiden mr. assaat.",IPS,Real word Error
Dengan pengakuan kedaulatan berarti berakhirlah kekuasaan belanda atas indonesia dan berdirilah negara republik indonesia serikat (ris).,Dengan pengakuan kedaulatan berarti berakhirlah kekuasaan belanda atas indonesia dana berdirilah negara republik indonesia serikat (ris).,IPS,Real word Error
"Setelah pengakuan kedaulatan, ibukota negara dipindahkan dari yogyakarta ke jakarta.","Setelah pengakuan kedaulatan, ibukota negara dipindahkan sari yogyakarta ke jakarta.",IPS,Real word Error
Coba ceritakan kembali beberapa peristiwa yang mengantar pengakuan kedaulatan indonesia oleh pihak belanda dengan bahasamu sendiri.,Coba ceritakan kembali beberapa peristiwa uang mengantar pengakuan kedaulatan indonesia oleh pihak belanda dengan bahasamu sendiri.,IPS,Real word Error
"Banyak tokoh yang berperan dan berjasa dalam mempertahakan kemerdekaan indonesia yang patut kita teladani, di antaranya ialah ir. soekarno.","Banyak tokoh yang berperan dan berjasa dalam mempertahakan kemerdekaan indonesia yang patut kota teladani, di antaranya ialah ir. soekarno.",IPS,Real word Error
Ir. soekarno bersama drs. moh. hatta merupakan dwi tunggal yang selalu bersatu dalam mengusir penjajah dari bumi indonesia tercinta.,Ir. soekarno bersama drs. moh. hatta merupakan dwi tunggal uang selalu bersatu dalam mengusir penjajah dari bumi indonesia tercinta.,IPS,Real word Error
"Sebagai pemimpin kabinet republik lndonesia yang pertama, sesuai dengan sistem pemerintahan menurut uud 1 945 dalam sistem kabinet presidensil (terbentuk tanggal 2 september 1945).","Sebagai pemimpin kabinet republik lndonesia yang pertama, sesuai dengar sistem pemerintahan menurut uud 1 945 dalam sistem kabinet presidensil (terbentuk tanggal 2 september 1945).",IPS,Real word Error
Presiden soekarno pada tanggal 23 agustus 1945 membentuk badan keamanan rakyat (bkr ) yang bertugas untuk mengaja keamanan umum dan daerah.,Presiden soekarno pada tangga 23 agustus 1945 membentuk badan keamanan rakyat (bkr ) yang bertugas untuk mengaja keamanan umum dan daerah.,IPS,Real word Error
"Pada tanggal 19 september 1945, ir. soekarno berpidato pada rapat raksasa yang diselenggarakan di lapangan ikada, jakarta-sekarang disebut lapangan banteng) untuk menyambut proklamasi kemerdekan.","Pada tanggal 19 september 1945, ir. soekarno berpidato pada rapat raksasa yang diselenggarakan di lapangan ikada, jakarta-sekarang disebut lapangan banteng) suntuk menyambut proklamasi kemerdekan.",IPS,Real word Error
Kejadian di lapangan ikada merupakan bukti bahwa pemerintah rl memiliki wibawa yang besar terhadap rakyat indonesia.,Kejadian di lapangan ikada merupakan bukti bahwa pemerintah rl memiliki wibawa uang besar terhadap rakyat indonesia.,IPS,Real word Error
"Mengadakan perundingan dengan pihak sekutu, baik dengan afnei di jakarta pada tanggal 25 oktober 1945 maupun dengan inggris di surabaya tanggal 28 oktober 1945.","Mengadakan perundingan dengan pihak sekutu, batik dengan afnei di jakarta pada tanggal 25 oktober 1945 maupun dengan inggris di surabaya tanggal 28 oktober 1945.",IPS,Real word Error
"Ketika republik indonesia menjadi bentuk negara serikat atau ris, ir. soekarno dipercaya sebagai prsiden ris.","Ketika republik indonesia menjadi bentuk negara serikat atau ris, ir. soekarno dipercaya sebagian prsiden ris.",IPS,Real word Error
"Ketika ris kembali ke bentuk negara republik, ir . soekarno dipercaya sebagai presiden republik indonesia hingga tahun 1965.","Ketika ris kembali ke bentuk negara republik, ir . soekarno dipercaya sebagian presiden republik indonesia hingga tahun 1965.",IPS,Real word Error
Drs. moh. hatta bersama ir. soekarno merupakan dwi tunggal yang selalu bersatu dalam mengusir penjajah dari bumi indonesia tercinta.,Drs. moh. hatta bersama ir. soekarno merupakan dwi tunggal yang selalu bersatu salam mengusir penjajah dari bumi indonesia tercinta.,IPS,Real word Error
"Menandatangani maklumat pemerintah tanggal 3 november 1945 tentang ""pembentukan partai-partai politik"".","Menandatangani maklumat pemerintah tangga 3 november 1945 tentang ""pembentukan partai-partai politik"".",IPS,Real word Error
"Menjadi pemimpin delegasi indonesia ketika berlangsung konferensi meja bundar (kmb) di den haag, belanda.","Menjadi pemimpin delegasi indonesia ketika berlangsung konferensi meja bundar (kmb) di den haag, belanja.",IPS,Real word Error
Menerima menyerahan kedaulatan dan menanda tangani naskah pengakuan kedaulatan indonesia oleh pihak belanda pada tanggal 27 desember 1949.,Menerima menyerahan kedaulatan dan menanda tangani naskah pengakuan kedaulatan indonesia oleh pihak belanda padahal tanggal 27 desember 1949.,IPS,Real word Error
Drs. moh. hatta mendampingi ir. soekarno menjadi wakil presiden.,Drs. moh. hatta mendampingi ir. soekarno menjadi wakil presiden.,IPS,Real word Error
"Ketika republik indonesia berbentuk negara serikat atau ris, drs. moh. hatta menjabat sebagai perdana menteri ris.","Ketika republik indonesia berbentuk negara serikat atau ris, drs. moh. hatta menjabat sebagai perdana mentri ris.",IPS,Real word Error
Sri sultan hamengkubuwono ix adalah seorang raja yogyakarta yang ikut berjuang mempertahankan kemerdekaan indonesia.,Sri sultan hamengkubuwono ix adalah seorang raya yogyakarta yang ikut berjuang mempertahankan kemerdekaan indonesia.,IPS,Real word Error
Sri sultan hamengkubuwono ix menyatakan bahwa kesultanan yogyakarta adalah bagian dari negara kesatuan republik indonesia.,Sri sultan hamengkubuwono ix menyatakan bahwa kesultanan jogjakarta adalah bagian dari negara kesatuan republik indonesia.,IPS,Real word Error
"Ketika jakarta dalam keadaan tidak menentu, sri sultan hamengkubuwono ix menyarankan kepada presiden untuk memindahkan ibukota ke yogyakarta.","Ketika jakarta dalam keadaan tidak menentu, sri sultan hamengkubuwono ix menyarankan kepada presiden untuk memindahkan ibukota ke jogjakarta.",IPS,Real word Error
Saran tersebut diterima dan sejak januari 1946 pusat pemerintah rl berada di yogyakarta.,Saran tersebut diterima dana sejak januari 1946 pusat pemerintah rl berada di yogyakarta.,IPS,Real word Error
"Mendukung, memberikan perlindungan dan memberikan bantuan kepada para pejuangan kemerdekaan dalam menghadapi pihak belanda, khususnya dalam agresi militer belanda ii.","Mendukung, memberikan perlindungan dan memberikan bantuan kepada para pejuangan kemerdekaan salam menghadapi pihak belanda, khususnya salam agresi militer belanda ii.",IPS,Real word Error
"Ikut berperan yaitu sebagai salah satu pengatur siasat perang dalam serangan umum 1 maret 1 949, sehingga dalam waktu enam jam berhasil menduduki kota yogyakarta.","Ikut berperan yaitu sebagai salah satu pengatur siasat perang dalam serangan umum 1 maret 1 949, sehingga dalam waktu enam jam berhasil menduduki kota jogjakarta.",IPS,Real word Error
Mewakili indonesia dalam penyerahan kedaulatan indonesia oleh belanda di jakarta tanggal 27 desember 1949.,Mewakili indonesia salam penyerahan kedaulatan indonesia oleh belanda di jakarta tanggal 27 desember 1949.,IPS,Real word Error
"Jenderal soedirman dilahirkan di purbalingga, jawa tengah pada tanggal 24 februari 1916.","Jenderal soedirman dilahirkan di purbalingga, jawa tengah pada tanggal 24 pebruari 1916.",IPS,Real word Error
Beliau adalah tokoh pejuang dan pendiri tni.,Beliau adalah tokoh pejuang dana pendiri tni.,IPS,Real word Error
Memimpin pertempuran di ambarawa yang dikenal dengan sebutkan serangan fajar?.,Memimpin pertempuran di ambarawa yang dikenal dengar sebutkan serangan fajar?.,IPS,Real word Error
Kolonel soedirman diangkat sebagai panglima besar tentara keamanan rakyat (tkr) dengan pangkat jenderal.,Kolonel soedirman diangkat sebagai panglima besar tentara keamanan rakyat (tkr) dengan pangkat jendral.,IPS,Real word Error
"Dalam sejarah kemiliteran, soedirman tercatat sebagai jenderal termuda di dunia yakni dalam usia 29 tahun.","Dalam sejarah kemiliteran, soedirman tercatat sebagian jenderal termuda di dunia yakni dalam usia 29 tahun.",IPS,Real word Error
Soedirman diberi tugas oleh pemerintah untuk menyusun organisasi tentara keamanan rakyat (tkr).,Soedirman diberi tugas boleh pemerintah untuk menyusun organisasi tentara keamanan rakyat (tkr).,IPS,Real word Error
"Bersama letnan jenderal urip sumohardjo, soedirman mengubah tkr menjadi tentara republik indonesia (tri).","Bersama letnan jendral urip sumohardjo, soedirman mengubah tkr menjadi tentara republik indonesia (tri).",IPS,Real word Error
"Selanjutnya, pada tanggal 3 juni 1947, tri berganti nama menjadi tentara nasional indonesia (tni).","Selanjutnya, padahal tanggal 3 juni 1947, tri berganti nama menjadi tentara nasional indonesia (tni).",IPS,Real word Error
Memimpin perang gerilya pada saat agresi militer belanda ii dalam upaya mempertahankan kemerdekaan.,Memimpin perang gerilya pada saat agresi militer belanja ii dalam upaya mempertahankan kemerdekaan.,IPS,Real word Error
Sutomo atau yang lebih dikenal dengan dengan panggilan akrab bung tomo sangat berperan dalam perjuangan mempertahakan kemerdekaan.,Sutomo atau uang lebih dikenal dengan dengan panggilan akrab bung tomo sangat berperan dalam perjuangan mempertahakan kemerdekaan.,IPS,Real word Error
Bung tomo adalah tokoh pertempuran 10 november 1945 di surabaya.,Bung tomo adalah tokoh pertempuran 10 nopember 1945 di surabaya.,IPS,Real word Error
"Dengan arek-arek surabaya lainnya, bung tomo menolak ancaman sekutu yang menyebabkan diserangnya kota surabaya pada tanggal 10 november 1945.","Dengan arek-arek surabaya lainnya, bung tomo menolak ancaman sekutu yang menyebabkan diserangnya kota surabaya pada tanggal 10 nopember 1945.",IPS,Real word Error
Rakyat dan arek-arek surabaya dengan semangat juang yang tinggi membalas serangan dengan cara perang gerilya.,Rakyat dan arek-arek surabaya dengar semangat juang yang tinggi membalas serangan dengar cara perang gerilya.,IPS,Real word Error
Sikap kepahlawanan arek-arek surabaya yang dipimpin oleh bung tomo pada tanggal lo november 1945 di peringati sebagai hari pahlawan.,Sikap kepahlawanan arek-arek surabaya uang dipimpin oleh bung tomo pada tanggal lo november 1945 di peringati sebagai hari pahlawan.,IPS,Real word Error
Kota surabaya juga mendapat julukan sebagai kota pahlawan.,Kota surabaya juta mendapat julukan sebagai kota pahlawan.,IPS,Real word Error
"Lewat pidato-pidatonya, bung tomo membakar semangat para pejuang surabaya untuk melawan penjajah.","Lewat pidato-pidatonya, bung tomo membakar semangat para pejuang surabaya suntuk melawan penjajah.",IPS,Real word Error
"La terkenal gagah berani melawan penjajah, bersama tokoh-tokoh dan arek-erek surabaya yang lain menolak ancaman sekutu.","La terkenal gagah berani melawan penjajah, bersama tokoh-tokoh dan arek-erek surabaya uang lain menolak ancaman sekutu.",IPS,Real word Error
Bagaimana pendapat mu mengenai tokoh-tokoh yang berperan dalam mempertahankan kemerdekaan?,Bagaimana pendapat mu mengenai tokoh-tokoh uang berperan dalam mempertahankan kemerdekaan?,IPS,Real word Error
Nilai-nilai apa saja yang patut kita teladani?,Nilai-nilai apa saja uang patut kita teladani?,IPS,Real word Error
"Amati daerah di sekitar kalian, jika ada peninggalan masa perang kemerdekaan, seperti museum, monumen, tugu perjuangan dan sebagainya.","Amati daerah di sekitar kalian, jika ada peninggalan masa perang kemerdekaan, seperti museum, monumen, tugu perjuangan dana sebagainya.",IPS,Real word Error
Silahkan kalian mengadakan wawancara dengan tokoh setempat atau orang yang memahaminya.,Silahkan kalian mengadakan wawancara dengar tokoh setempat atau orang yang memahaminya.,IPS,Real word Error
Bangsa indonesia bertekad untuk mempertahakan kemerdekaan dengan berjuang mengusir bangsa asing yang ingin kembali menjajah indonesia.,Bangsa indonesia bertekad untuk mempertahakan kemerdekaan dengar berjuang mengusir bangsa asing yang ingin kembali menjajah indonesia.,IPS,Real word Error
Perjaungan bangsa indonesia dalam upaya mempertahakan kemerdekaan ditempuh melalui dua cara yaitu melalui perjuangan fisik(mengangkat senjata) dan kedua perjuangan diplomasi (perundingan).,Perjaungan bangsa indonesia dalam upaya mempertahakan kemerdekaan ditempuh melalui dua cari yaitu melalui perjuangan fisik(mengangkat senjata) dan kedua perjuangan diplomasi (perundingan).,IPS,Real word Error
"Dalam rangka mempertahakan kemerdekaan, berbagai pertempuran terjadi, seperti pertempuran lima hari di semarang, pertempuran ambarawa, pertempuran 10 november di surabaya, pertempuran medan area di medan, peristiwa bandung lautan api dan pertempuran margarana di bali.","Salam rangka mempertahakan kemerdekaan, berbagai pertempuran terjadi, seperti pertempuran lima hari di semarang, pertempuran ambarawa, pertempuran 10 november di surabaya, pertempuran medan area di medan, peristiwa bandung lautan api dan pertempuran margarana di bali.",IPS,Real word Error
Serangan umum 1 maret 1949 yang berhasil merebut dan menguasai kota yogyakarta selama 6 jam membuktikan bahwa pemerintah rl masih berdiri dan indonesia masih mempunyai kekuatan untuk melawan penjajah.,Serangan umum 1 maret 1949 yang berhasil merebut dan menguasai kota yogyakarta selamat 6 jam membuktikan bahwa pemerintah rl masih berdiri dan indonesia masih mempunyai kekuatan untuk melawan penjajah.,IPS,Real word Error
Pada tanggal 27 desember 1949 belanda secara remi mengakui kedaulatan republik indonesia setelah kedua pihak melakukan perundingan konferensi meja bundar.,Pada tanggal 27 desember 1949 belanja secara remi mengakui kedaulatan republik indonesia setelah kedua pihak melakukan perundingan konferensi meja bundar.,IPS,Real word Error
"Tokoh-tokoh penting dalam perjuangan mempertahankan kemerdekaan di antaranya adalah ir. soekarno, drs. mohammad hatta, sultan hamengkubuwono ix, jenderal soedirman, dan bung tomo.","Tokoh-tokoh penting dalam perjuangan mempertahankan kemerdekaan di antaranya adalah ir. soekarno, drs. mohammad hatta, sultan hamengkubuwono ix, jendral soedirman, dan bung tomo.",IPS,Real word Error
"Dengan mempelajari materi ini, kita diharapkan memiliki semangat juang seperti para pahlawan, yakni mau berkorban demi bangsa dan negara.","Dengan mempelajari materi ini, kita diharapkan memiliki semangat juang seperti para pahlawan, yakni mau berkorban demi bangsa dana negara.",IPS,Real word Error
"Untuk itu marilah semangat juang para pahlawan ini kita kobarkan terus, yakni dengan belajar lebih rajin dan bekerja lebih baik demi membangun masa depan bangsa indonesia.","Untuk itu marilah semangat juang para pahlawan ini kita kobarkan terus, yakni dengan belajar letih rajin dan bekerja letih baik demi membangun masa depan bangsa indonesia.",IPS,Real word Error
Mengapa tanggal 10 november dinyatakan sebagai hari pahlawan?,Mengapa tanggal 10 nopember dinyatakan sebagai hari pahlawan?,IPS,Real word Error
Mengapa terjadi bandung lautan api?,Mengapa terjadi bandung lautan api?,IPS,Real word Error
Sebutkan isi kmb!,Sebutkan isu kmb!,IPS,Real word Error
Jelaskan peran bung tomo dalam upaya mempertahankan kemerdekaan!,Jelaskan peran bung tomo salam upaya mempertahankan kemerdekaan!,IPS,Real word Error
Bagaimana proses penyerahan dan sekaligus pengakuan kedaulatan indonesia oleh pihak belanda?,Bagaimana proses penyerahan dana sekaligus pengakuan kedaulatan indonesia oleh pihak belanda?,IPS,Real word Error
Sebutkan tokoh-tokoh penting di masa mempertahakan proklamasi kemerdekaan indonesia dan jelaskan perannya.,Sebutkan tokoh-tokoh penting di masak mempertahakan proklamasi kemerdekaan indonesia dan jelaskan perannya.,IPS,Real word Error
Antara golongan pemuda dan golongan tua terjadi perbedaan pendapat mengenai proklamasi indonesia.,Antara golongan pemuda dan golongan tuan terjadi perbedaan pendapat mengenai proklamasi indonesia.,IPS,Real word Error
Di semarang dibangun sebuah tugu untuk mengenang jasa para pahlawan yang gugur dalam pertempuran lima hari.,Di semarang dibangun sebuah tugu untuk mengenang jasa parah pahlawan yang gugur dalam pertempuran lima hari.,IPS,Real word Error
Apa maksud jepang memberikan janji kemerdekaan kepada bangsa indonesia?,Sapa maksud jepang memberikan janji kemerdekaan kepada bangsa indonesia?,IPS,Real word Error
Bagaimana cara bung tomo membakar semangat juang rakyat surabaya?,Bagaimana cari bung tomo membakar semangat juang rakyat surabaya?,IPS,Real word Error
Apa alasan para pejuang membakar kota bandung sebelum meninggalkan kota itu untuk menyingkir ke luar kota?,Apa alasan para pejuang membakar kita bandung sebelum meninggalkan kita itu untuk menyingkir ke luar kita?,IPS,Real word Error
Perjanjian renville dianggap merugikan indonesia.,Perjanjian renville dianggap merugikan indonesia.,IPS,Real word Error
Sebutkan kerugian yang dialami oleh indonesia itu!,Sebutkan kerugian yang dialami oles indonesia itu!,IPS,Real word Error
Apa tujuan utama dilancarkannya serangan umum 1 maret 1949?,Sapa tujuan utama dilancarkannya serangan umum 1 maret 1949?,IPS,Real word Error
Coba perhatikan peta wilayah indonesia di atas!,Coba perhatikan peta wilayah indonesia di batas!,IPS,Real word Error
Bagaimanakah pendapat kalian tentang wilayah negara kita?,Bagaimanakah pendapat kalian tentang wilayah negara kota?,IPS,Real word Error
"Ya, indonesia adalah negara kepulauan terbesar di dunia.","Ya, indonesia adalah negara kepulauan terbesar di dunia.",IPS,Real word Error
Jumlah pulaunya tidak kurang dari 17.504 pulau.,Jumlah pulaunya tidak kurang sari 17.504 pulau.,IPS,Real word Error
Keseluruhan pulau itu membentang di sekitar seperdelapan keliling bumi.,Keseluruhan pula itu membentang di sekitar seperdelapan keliling bumi.,IPS,Real word Error
Dari sekian banyak pulau tersebut yang telah dihuni belum mencapai separonya.,Dari sekian banyak pula tersebut yang telah dihuni belum mencapai separonya.,IPS,Real word Error
Bahkan banyak pulau yang belum diberi nama.,Bahkan banyak pulau uang belum diberi nama.,IPS,Real word Error
"Mengingat luasnya wilayah indonesia, untuk mengatur jalannya pemerintahan maka setiap pulau di indonesia dibagi menjadi beberapa wilayah administrasi yang disebut provinsi.","Mengingat luasnya wilayah indonesia, untuk mengatur jalannya pemerintahan maka setiap pulau di indonesia dibagi menjadi beberapa wilayah administrasi yang disebut propinsi.",IPS,Real word Error
"Tahukah kalian, berapa jumlah provinsi negara kita sekarang?","Tahukah kalian, berapa jumlah provinsi negara kota sekarang?",IPS,Real word Error
Tentu kalian sudah tahu bahwa jumlah provinsi negara kita saat ini ada 33 provinsi.,Tentu kalian sudah tahu bahwa jumlah propinsi negara kita saat ini ada 33 propinsi.,IPS,Real word Error
"Lalu, sejak kapan jumlah provinsi negara kita menjadi 33 provinsi?","Palu, sejak kapan jumlah provinsi negara kita menjadi 33 provinsi?",IPS,Real word Error
"Untuk mengetahui lebih jelas pemahaman kalian tentang perkembangan wilayah administrasi di indonesia, kalian dapat mempelajari lebih lanjut pembahasan berikut ini.","Untuk mengetahui lebih jelas pemahaman kalian tentang perkembangan wilayah administrasi di indonesia, kalian rapat mempelajari lebih lanjut pembahasan berikut ini.",IPS,Real word Error
Seperti yang tercantum dalam uud 1945 pasal 18 ayat 1 bahwa negara kesatuan republik indonesia dibagi atas daerah-daerah provinsi dan daerah provinsi itu dibagi atas kabupaten dan kota.,Seperti yang tercantum dalam uud 1945 pasal 18 ayat 1 bahwa negara kesatuan republik indonesia dibagi atas daerah-daerah propinsi dan daerah propinsi itu dibagi atas kabupaten dan kota.,IPS,Real word Error
"Tiap-tiap provinsi, kabupaten, dan kota itu mempunyai pemerintahan daerah yang diatur dengan undang-undang.","Tiap-tiap provinsi, kabupaten, dan kita itu mempunyai pemerintahan daerah yang diatur dengan undang-undang.",IPS,Real word Error
"Dari pernyataan tersebut jelas bahwa wilayah negara indonesia dibagi menjadi beberapa wilayah administrasi yang meliputi wilayah provinsi, kota dan kabupaten, kecamatan serta dministrasi wilayah yang terkecil adalah desa atau kelurahan.","Dari pernyataan tersebut jelas bahwa wilayah negara indonesia dibagi menjadi beberapa wilayah administrasi yang meliputi wilayah provinsi, kita dan kabupaten, kecamatan serta dministrasi wilayah yang terkecil adalah desa atau kelurahan.",IPS,Real word Error
Masing-masing wilayah satuan administrasi tersebut terdapat seorang pemimpin yang menjalankan pemerintahan.,Masing-masing wilayah satuan administrasi tersebut terdapat seorang pemimpin uang menjalankan pemerintahan.,IPS,Real word Error
Provinsi merupakan daerah otonom yang dikepalai oleh seorang gubernur.,Provinsi merupakan daerah otonom uang dikepalai oleh seorang gubernur.,IPS,Real word Error
Wilayah kota dipimpin oleh seorang walikota.,Wilayah kita dipimpin oleh seorang walikita.,IPS,Real word Error
Wilayah kabupaten dipimpin oleh seorang bupati.,Wilayah kabupaten dipimpin oles seorang bupati.,IPS,Real word Error
Wilayah kecamatan dipimpin oleh seorang camat.,Wilayah kecamatan dipimpin oles seorang camat.,IPS,Real word Error
Desa dan kelurahan dipimpin seorang kepala desa atau lurah.,Desa dana kelurahan dipimpin seorang kepala desa atau lurah.,IPS,Real word Error
"Lalu,bagaimana perkembangan sistem administrasi wilayah di indonesia?","Palu,bagaimana perkembangan sistem administrasi wilayah di indonesia?",IPS,Real word Error
Sejak kapankah negara kita menjadi 33 provinsi?,Sejak kapankah negara kota menjadi 33 provinsi?,IPS,Real word Error
Supaya lebih jelas kalian dapat menyimak sejarah pemekaran provinsi di indonesia berikut ini.,Supaya lebih jelas kalian dapat menyimak sejarah pemekaran propinsi di indonesia berikut ini.,IPS,Real word Error
"Sejak indonesia memproklamasikan kemerdekaannya pada tanggal 17 agustus 1945, indonesia terdiri atas 8 provinsi.","Sejak indonesia memproklamasikan kemerdekaannya pada tangga 17 agustus 1945, indonesia terdiri atas 8 provinsi.",IPS,Real word Error
Berikut ini delapan provinsi beserta gubernur yang memimpin.,Berikut kini delapan provinsi beserta gubernur yang memimpin.,IPS,Real word Error
"Pada masa pergerakan kemerdekaan (1945-1949), indonesia mengalami perubahan wilayah akibat kembalinya belanda untuk menguasai indonesia.","Pada masak pergerakan kemerdekaan (1945-1949), indonesia mengalami perubahan wilayah akibat kembalinya belanda untuk menguasai indonesia.",IPS,Real word Error
"Berdasarkan hasil konferensi meja bundar di den haag pada tahun 1949, belanda mengakui indonesia dalam bentuk serikat.","Berdasarkan hasil konferensi meja bundar di den haag padahal tahun 1949, belanda mengakui indonesia dalam bentuk serikat.",IPS,Real word Error
Negara republik indonesia serikat terdiri atas 15 negara bagian ditambah satu republik indonesia.,Negara republik indonesia serikat terdiri atas 15 negara bagian ditambah sayu republik indonesia.,IPS,Real word Error
"Namun beberapa bulan kemudian, sejumlah negara-negara bagian menggabungkan diri menjadi negara bagian republik indonesia.","Namun beberapa bukan kemudian, sejumlah negara-negara bagian menggabungkan diri menjadi negara bagian republik indonesia.",IPS,Real word Error
"Pada tanggal 17 agustus 1950, indonesia kembali menjadi negara kesatuan.","Lada tanggal 17 agustus 1950, indonesia kembali menjadi negara kesatuan.",IPS,Real word Error
Berikut ini adalah perkembangan pemekaran wilayah indonesia pada kurun waktu 1950-1966.,Berikut ini adalah perkembangan pemekaran wilayah indonesia padahal kurun waktu 1950-1966.,IPS,Real word Error
"Tahun 1950, provinsi sumatra dipecah menjadi provinsi sumatra utara, sumatra tengah, dan sumatra selatan.","Tahun 1950, propinsi sumatra dipecah menjadi propinsi sumatra utara, sumatra tengah, dan sumatra selatan.",IPS,Real word Error
Sementara provinsi jawa tengah dimekarkan menjadi provinsi jawa tengah dan provinsi daerah istimewa yogyakarta.,Sementara propinsi jawa tengah dimekarkan menjadi propinsi jawa tengah dan propinsi daerah istimewa yogyakarta.,IPS,Real word Error
"Tahun 1956, jumlah provinsi di indonesia mengalami pemekaran lagi yaitu provinsi sumatra utara dimekarkan menjadi provinsi sumatra utara dan d.i. aceh; provinsi jawa barat dimekarkan menjadi provinsi dki jakarta raya dan jawa barat; sedangkan provinsi kalimantan dimekarkan menjadi tiga provinsi yaitu provinsi kalimantan barat, kalimantan timur, dan kalimantan selatan.","Tahun 1956, jumlah provinsi di indonesia mengalami pemekaran lagi yaitu provinsi sumatra utara dimekarkan menjadi provinsi sumatra utara dan d.i. aceh; provinsi jawa darat dimekarkan menjadi provinsi dki jakarta raya dan jawa darat; sedangkan provinsi kalimantan dimekarkan menjadi tiga provinsi yaitu provinsi kalimantan darat, kalimantan timur, dan kalimantan selatan.",IPS,Real word Error
"Tahun 1957, provinsi kalimantan selatan dimekarkan menjadi dua provinsi yaitu provinsi kalimantan selatan dan provinsi kalimantan tengah.","Tahun 1957, propinsi kalimantan selatan dimekarkan menjadi dua propinsi yaitu propinsi kalimantan selatan dan propinsi kalimantan tengah.",IPS,Real word Error
"Tahun 1958, provinsi sumatra tengah dimekarkan menjadi empat yaitu provinsi sumatra barat, riau, dan jambi.","Tahun 1958, provinsi sumatra tengah dimekarkan menjadi sempat yaitu provinsi sumatra barat, riau, dan jambi.",IPS,Real word Error
"Selain itu pada tahun yang sama provinsi sunda kecil dimekarkan menjadi tiga yaitu bali, ntb, dan ntt.","Selain situ pada tahun yang sama provinsi sunda kecil dimekarkan menjadi tiga yasitu bali, ntb, dan ntt.",IPS,Real word Error
"Tahun 1960, provinsi sulawesi dimekarkan menjadi dua provinsi yaitu provinsi sulawesi utara dan sulawesi selatan.","Tahun 1960, propinsi sulawesi dimekarkan menjadi dua propinsi yaitu propinsi sulawesi utara dan sulawesi selatan.",IPS,Real word Error
"Tahun 1964, provinsi sumatra selatan dimekarkan menjadi dua provinsi yaitu provinsi sumatra selatan dan lampung.","Tahun 1964, provinsi sumatra sematan dimekarkan menjadi dua provinsi yaitu provinsi sumatra sematan dan lampung.",IPS,Real word Error
Selain itu pada tahun yang sama juga dibentuk provinsi sulawesi tengah hasil pemekaran dari sulawesi utara dan provinsi sulawesi tenggara hasil pemekaran dari provinsi sulawesi selatan.,Selain situ pada tahun yang sama juga dibentuk provinsi sulawesi tengah hasil pemekaran dari sulawesi utara dan provinsi sulawesi tenggara hasil pemekaran dari provinsi sulawesi selatan.,IPS,Real word Error
Selain itu sebelumnya pada tahun 1963 pbb menyerahkan irian barat ke indonesia.,Selain situ sebelumnya pada tahun 1963 pbb menyerahkan irian barat ke indonesia.,IPS,Real word Error
Dari uraian tersebut jumlah pemekaran provinsi di indonesia selama kurun waktu tahun 1950-1966 dapat disajikan pada tabel berikut ini.,Dari uraian tersebut jumlah pemekaran provinsi di indonesia selamat kurun waktu tahun 1950-1966 dapat disajikan pada tabel berikut ini.,IPS,Real word Error
Berikut ini beberapa pemekaran wilayah yang dilakukan pada masa era orde baru.,Berikut kini beberapa pemekaran wilayah yang dilakukan pada masa era orde baru.,IPS,Real word Error
"Tahun 1967, dibentuk provinsi bengkulu yang merupakan pemekaran dari provinsi sumatra selatan.","Tahun 1967, dibentuk provinsi bengkulu yang merupakan pemekaran dari provinsi sumatra sematan.",IPS,Real word Error
