kalimat_awal,kalimat_salah,Pelajaran,tipe_kesalahan
Pertemuan itu membahas perumusan dasar negara khususnya mengenai sila pertama.,Pertemuan itu membahas perumusan dasar negara khuusnya mengenai sila pertama.,IPS,Deletion Error
"Ada sebagian masyarakat indonesia yang tidak setuju dengan bunyi sila pertama menurut piagam jakarta  ""ke-tuhanan dengan kewajiban menjalankan syariat-syariat islam bagi pemeluk-pemeluknya"".","Ada sebagian masyarakat indonesia yang tidak setju dengan bunyi sila pertama menurut piagam jakarta  ""ke-tuhanan dengan kewajiban menjalankan syariat-syariat islam bagi pemeluk-pemeluknya"".",IPS,Deletion Error
"Pesan ketidaksetujuan itu, mereka sampaikan kepada drs. moh. hatta.","Pesan ketidaksetujuan itu, mereka sampaikan kepada rs. moh. hatta.",IPS,Deletion Error
"Apabila kata-kata itu tetap dipakai, maka seolah-olah hanya memberi tempat kepada kelompok islam saja.","Apabila kata-kata itu tetap dipakai, maka seoah-olah hanya memberi tempat kepada kelompok islam saja.",IPS,Deletion Error
"Oleh karena itu, kata-kata itu harus diubah.","Oleh karena itu, kata-kata itu harus diuah.",IPS,Deletion Error
"Demi rasa persatuan dan kesatuan, maka atas dasar kesepakatan para tokoh islam yang diajak berdialog dengan ir. soekarno dan drs. moh. hatta dicapai kata sepakat.","Demi rasa persatuan dan kesatuan, maka ata dasar kesepakatan para tokoh islam yang diajak berdialog dengan ir. soekarno dan drs. moh. hatta dicapai kata sepakat.",IPS,Deletion Error
"Kalimat itu diganti dengan ""ketuhanan yang maha esa""?.","Kalimat itu diganti dengan ""ketuhanan yang mha esa""?.",IPS,Deletion Error
"Rumusan dasar negara yang otentik, bukanlah rumusan-rumusan individu yang diusulkan oleh moh. yamin, mr. supomo atau ir. soekarno.","Rumusan dasar negara yang otentik, bukanlah rmusan-rumusan individu yang diusulkan oleh moh. yamin, mr. supomo atau ir. soekarno.",IPS,Deletion Error
Bukan pula rumusan di dalam piagam jakarta.,Bukan pula rumusan di dalam piagam jkarta.,IPS,Deletion Error
"Rumusan dasar negara yang otentik adalah seperti yang dirumuskan oleh ppki dalam sidangnya yang pertama tanggal 18 agustus 1945, yaitu sebagai berikut.","Rumusan dasar negara yang otentik adalah sperti yang dirumuskan oleh ppki dalam sidangnya yang pertama tanggal 18 agustus 1945, yaitu sebagai berikut.",IPS,Deletion Error
Perubahan sila pertama dasar negara ini berimbas pada perubahan beberapa pasal yang ada dalam rancangan undang-undang dasar.,Perubahan sila pertama dasar negara ini bermbas pada perubahan beberapa pasal yang ada dalam rancangan undang-undang dasar.,IPS,Deletion Error
Bentuklah kelompok 15-20 anak.,Bentuklah kelompok 15-0 anak.,IPS,Deletion Error
Simulasikan salah satu suasana persidangan bpupki.,Simulasikan salah satu susana persidangan bpupki.,IPS,Deletion Error
Kelompok yang lain memberikan tanggapan.,Kelompok yang lain memberian tanggapan.,IPS,Deletion Error
Pembentukan bpupki dan ppki adalah sebagian dari persiapan kemerdekaan indonesia.,Pembentukan bpupki dan ppki adalah sebagian dar persiapan kemerdekaan indonesia.,IPS,Deletion Error
Hal ini terjadi pada masa pendudukan jepang.,Hal ini terjadi pada masa pendudukan jepng.,IPS,Deletion Error
Banyak tokoh indonesia yang berperan dalam mempersiapkan kemerdekaan indonesia.,Banyak tokoh indonesia yang berperan dalam memersiapkan kemerdekaan indonesia.,IPS,Deletion Error
"Tokoh tersebut, antara lain ir. soekarno (bung karno) dan drs. moh. hatta (bung hatta).","Tokoh tersebut, antara lain ir. soekarno (bun karno) dan drs. moh. hatta (bung hatta).",IPS,Deletion Error
"Ir. soekarno, lahir di blitar, jawa timur pada tanggal 6 juni 1901.","Ir. soekarno, lahir di blitar, jawa timr pada tanggal 6 juni 1901.",IPS,Deletion Error
Ayahnya bernama raden sukemi sosrodiharjo.,Ayahnya bernama raden sukei sosrodiharjo.,IPS,Deletion Error
"Ibunya, berasal dari bali, bernama ida nyoman rai.","Ibunya, berasal dari bali, bernama ida nyoan rai.",IPS,Deletion Error
"Pada masa kecil dan remajanya, soekarno dikenal pemberani.","Pada masa kecil dan remajanya, soekarno diknal pemberani.",IPS,Deletion Error
Pendidikan yang ditempuh cukup berhasil.,Pendidikan yang ditempuh cuku berhasil.,IPS,Deletion Error
"Di tengah-tengah masa penjajahan, ia berhasil meraih gelar ir. insinyur) dari techische hooge school (ths) bandung, sekarang dikenal sebagai institut teknologi bandung (itb).","Di tengah-tengah masa penjajahan, ia berhasil merih gelar ir. insinyur) dari techische hooge school (ths) bandung, sekarang dikenal sebagai institut teknologi bandung (itb).",IPS,Deletion Error
"Pada masa pergerakan nasional, ir. soekarno selalu tampil sebagai pemimpin organisasi.","Pada masa pergerakan nasional, ir. soekarno sellu tampil sebagai pemimpin organisasi.",IPS,Deletion Error
"Pada tahun 1927, ir. soekarno mendirikan partai nasional indonesia (pni).","Pada tahun 1927, ir. soekarno mendirikan parai nasional indonesia (pni).",IPS,Deletion Error
"Pada masa pendudukan jepang, ir. soekarno sebagai pemimpin peta bersama drs. moh. hatta, ki hajar dewantara, dan k.h. mansur.","Pada masa pendudukan jepang, ir. soekarno sebgai pemimpin peta bersama drs. moh. hatta, ki hajar dewantara, dan k.h. mansur.",IPS,Deletion Error
Ir. soekarno juga diangkat sebagai ketua ppki.,Ir. soekarno juga diangkat sebagai ketua ppk.,IPS,Deletion Error
"Peran ir. soekarno dalam persiapan kemerdekaan indonesia cukup besar, yaitu sebagai berikut.","Peran ir. soekarno dalam persiapan kemerdekaan indnesia cukup besar, yaitu sebagai berikut.",IPS,Deletion Error
"Dalam sidang bpupki pertama, ir soekarno mengusulkan tentang konsep dasar negara pancasila pada tanggal 1 juni 1945.","Dalam sidang bpupki pertama, ir soekarno menusulkan tentang konsep dasar negara pancasila pada tanggal 1 juni 1945.",IPS,Deletion Error
"Sebagai ketua ""anitia kecil"" yang dibentuk bpupki pada tanggal 22 juni 1945.","Sebagai ketua ""anitia kecil"" yang dibentuk bupki pada tanggal 22 juni 1945.",IPS,Deletion Error
"Ir soekarno bersama drs. moh. hatta dan dr. radjiman ediodiningrat pada tanggal 9 agustus 1945 berangkat ke dalat, vietnam selatan memenuhi panggilan jendreral terauchi.","Ir soekarno bersama drs. moh. hatta an dr. radjiman ediodiningrat pada tanggal 9 agustus 1945 berangkat ke dalat, vietnam selatan memenuhi panggilan jendreral terauchi.",IPS,Deletion Error
"Drs. moh. hatta lahir di bukittinggi, umatra barat pada tanggal 12 agustus 1902.","Drs. moh. hatta lahir di bukittinggi, umara barat pada tanggal 12 agustus 1902.",IPS,Deletion Error
La pernah belajar di sekolah tinggi ilmu ekonomi di negera belanda.,La pernah belajar di sekolah tinggi ilm ekonomi di negera belanda.,IPS,Deletion Error
Drs. moh. hatta pernah menjadi ketua pendidikan asional indonesia (pni) baru di bandung.,Drs. moh. hatta pernah menjadi ketua penidikan asional indonesia (pni) baru di bandung.,IPS,Deletion Error
"Drs. moh. hatta sebagai pemimpin peta bersama, ir. soekarno, ki hajar dewantara, dan k.h. mansur. drs. moh. hatta juga iangkat sebagai wakil ketua ppki.","Drs. moh. hatta sebagai pemimpin peta berama, ir. soekarno, ki hajar dewantara, dan k.h. mansur. drs. moh. hatta juga iangkat sebagai wakil ketua ppki.",IPS,Deletion Error
"Peran drs. moh. hatta dalam persiapan kemerdekaan indonesia cukup besar, yaitu sebagai berikut.","Peran drs. moh. hatta dalam persiapan kmerdekaan indonesia cukup besar, yaitu sebagai berikut.",IPS,Deletion Error
Drs. moh. hatta menjadi wakil ketua ppki yang dibentuk tanggal 7 agustus 1945.,Drs. moh. hatta menjadi wakil ketua ppk yang dibentuk tanggal 7 agustus 1945.,IPS,Deletion Error
"Drs. moh. hatta bersama ir soekarno dan dr. radjiman ediodiningrat pada tanggal 9 agustus 1 945 berangkat ke dalat, vietnam selatan memenuhi panggilan jendreral terauchi.","Drs. moh. hatta bersama ir soekarno an dr. radjiman ediodiningrat pada tanggal 9 agustus 1 945 berangkat ke dalat, vietnam selatan memenuhi panggilan jendreral terauchi.",IPS,Deletion Error
Ir soekarno dan drs. moh. hatta telah banyak jasanya dalam erjuangan dan berhasil mengantarkan bangsa indonesia menuju kemerdekaan.,Ir soekarno dan drs. moh. hatta telh banyak jasanya dalam erjuangan dan berhasil mengantarkan bangsa indonesia menuju kemerdekaan.,IPS,Deletion Error
Mereka berdua adalah yang menandatangani naskah proklamasi kemerdekaan republik indonesia.,Mereka berdua adalah yang menandatangani naskah prolamasi kemerdekaan republik indonesia.,IPS,Deletion Error
Keduanya dianugerahi gelar sebagai bapak proklamator republik indonesia.,Keduanya dianugerahi gelar sebagai bapak proklamator repblik indonesia.,IPS,Deletion Error
Bagaimana pendapatmua tentang peranan ir. soekarno dan drs. moh. hatta dalam mempersiapkan kemerdekaan?,Bagaimana pendapatmua tentang peranan ir. soekarno an drs. moh. hatta dalam mempersiapkan kemerdekaan?,IPS,Deletion Error
"Pada tanggal 7 september 1944, perdana menteri jepang koiso memberikan janji kemerdekan di kelak kemudian hari kepada bangsa indonesia.","Pada tanggal 7 september 1944, perdana meneri jepang koiso memberikan janji kemerdekan di kelak kemudian hari kepada bangsa indonesia.",IPS,Deletion Error
"Untuk merealisasikan janjinya, pemerintah jepang di jawa pada tanggal 28 mei 1945 membentuk badan penyelidik usaha-usaha persiapan kemerdekaan indonesia (bpupki).","Untuk merealisasikan janjinya, pemerintah jepang di jwa pada tanggal 28 mei 1945 membentuk badan penyelidik usaha-usaha persiapan kemerdekaan indonesia (bpupki).",IPS,Deletion Error
Selama dibentuk bpupki mengadakan dua kali sidang.,Selama dibentuk bpupki mengadakan dua kali sidng.,IPS,Deletion Error
Sidang pertama menghasilkan rancangan dasar negara; sedangan sidang yang kedua menghasilkan rancangan undang-undang dasar.,Sidang pertama menghasilkan rancangan dasar negara; sedngan sidang yang kedua menghasilkan rancangan undang-undang dasar.,IPS,Deletion Error
Pada tanggal 6 agustus 1945 kota hiroshima dibom oleh amerika serikat.,Pada tanggal 6 agustus 1945 kota hirshima dibom oleh amerika serikat.,IPS,Deletion Error
Kejadian ini semakin membuka jalan menuju kemerdekaan indonesia.,Kejadian ini semakin membuka jalan menuju kmerdekaan indonesia.,IPS,Deletion Error
"Pada tanggal 7 agustus 1945, bpupki dibubarkan.","Pada tanggal 7 agustus 1945, bpupki dibbarkan.",IPS,Deletion Error
Sebagai gantinya dibentuklah panitia persiapan kemerdekaan indonesia (ppki) dengan ir. soekarno sebagai ketua dan drs. moh. hatta sebagai wakil ketua.,Sebagai gantinya dibentuklah panitia persiapan kemerdekaan indnesia (ppki) dengan ir. soekarno sebagai ketua dan drs. moh. hatta sebagai wakil ketua.,IPS,Deletion Error
Tugas ppki mempersiapkan proses pelaksanaan proklamasi kemerdekaan.,Tugas ppki mempersiapkan proses pelaksanaan proklamasi kmerdekaan.,IPS,Deletion Error
"Jika pra tokoh kita dahulu mempersipalan kemerdekaan, tugas kita sekarang alah mempersipkan diri kita untuk membangun indonesia yang lebih baik.","Jika pra tokoh kita dahulu mempersipalan kmerdekaan, tugas kita sekarang alah mempersipkan diri kita untuk membangun indonesia yang lebih baik.",IPS,Deletion Error
Apa maksud jepang memberikan janji kemerdekaan kepada bangsa indonesia ?,Apa maksud jepang memberikan janji kemerdekaan kepda bangsa indonesia ?,IPS,Deletion Error
Apa tugas bpupki?,Apa tugas bupki?,IPS,Deletion Error
Kapan sidang bpupki pertama berlangsung dan apa hasilnya?,Kpan sidang bpupki pertama berlangsung dan apa hasilnya?,IPS,Deletion Error
Kapan sidang bpupki kedua berlangsung dan apa hasilnya?,Kpan sidang bpupki kedua berlangsung dan apa hasilnya?,IPS,Deletion Error
Mengapa kita wajib menghargai jasa-jasa para tokoh persiapan kemerdekaan?,Mengapa kita wajib menghargai jasa-jasa para tkoh persiapan kemerdekaan?,IPS,Deletion Error
Dalam persiapan proklamasi kemerdekaan indonesia ada dua badan yang memegang peranan penting yaitu bpupki dan ppki.,Dalam persiapan proklamasi kemerdekaan indonesia ada ua badan yang memegang peranan penting yaitu bpupki dan ppki.,IPS,Deletion Error
Khusus untuk bpupki jawablah beberapa rumusan masalah dalam tabel berikut ini.,Khusus untuk bpupki jawablah beberapa rumusan msalah dalam tabel berikut ini.,IPS,Deletion Error
Kapan bpupki dibentuk?,Kapan bpupki dibntuk?,IPS,Deletion Error
Sebutkan susunan pengurus bpupki!,Sebutkan susunan penurus bpupki!,IPS,Deletion Error
Berapa kali bpupki mengadakan sidang?,Berapa kali bpupki mengadaan sidang?,IPS,Deletion Error
Sebutkan hasil sidang bpupki!,Sebutkan hasil sidng bpupki!,IPS,Deletion Error
Proklamasi merupakan titik puncak perjuangan bangsa indonesia mencapai kemerdekaan.,Proklamasi merupakan titik puncak perjuangan bangsa indnesia mencapai kemerdekaan.,IPS,Deletion Error
"Sebelum pernyataan proklamasi dikumandangkan, ada beberapa peristiwa penting yang mendahuluinya.","Sebelum pernyataan proklamasi dikumandangkan, ada beberapa perstiwa penting yang mendahuluinya.",IPS,Deletion Error
"Peristiwa penting tersebut, di antaranya ialah peristiwa rengadengklok, perumusan naskah proklamasi dan pernyataan proklamasi.","Peristiwa penting tersebut, di antaranya ialah perstiwa rengadengklok, perumusan naskah proklamasi dan pernyataan proklamasi.",IPS,Deletion Error
"Nah, untuk memahami apa itu peristiwa rengandengklok, bagaimana perumusan teks proklamasi dan pernyataan proklamasi, ikuti uraian berikut ini.","Nah, untuk memahami apa itu peristiwa renandengklok, bagaimana perumusan teks proklamasi dan pernyataan proklamasi, ikuti uraian berikut ini.",IPS,Deletion Error
Pada tanggal 14 agustus 1945 jepang menyerah tanpa syarat kepada sekutu.,Pada tanggal 14 agustus 1945 jepang menerah tanpa syarat kepada sekutu.,IPS,Deletion Error
"Sementara itu, pemerintah pendudukan jepang di indonesia merahasiakan berita penyerahan jepang kepada sekutu.","Sementara itu, pemerintah pendudukan jepang di indnesia merahasiakan berita penyerahan jepang kepada sekutu.",IPS,Deletion Error
Sutan syahrir yang telah mengetahui kekalahan jepang segera menemui bung karno dan bung hatta.,Sutan syahrir yang telah mengetahui kekalahan jepng segera menemui bung karno dan bung hatta.,IPS,Deletion Error
Sutan syahrir mendesak kedua tokoh tersebut untuk segera memproklamasikan kemerdekaan indonesia.,Sutan syahrir mendesak kedua tokoh tersebut ntuk segera memproklamasikan kemerdekaan indonesia.,IPS,Deletion Error
"Namun, ir. soekarnodan drs. moh. hatta ingin membahas pelaksanaan proklamasi kemerdekaan di dalam rapat ppki terlebih dahulu.","Namun, ir. soekarnodan drs. moh. hatta ngin membahas pelaksanaan proklamasi kemerdekaan di dalam rapat ppki terlebih dahulu.",IPS,Deletion Error
Para pemuda tidak putus asa.,Para pemuda tidak putu asa.,IPS,Deletion Error
"Pada malam hari tanggal 15 agustus 1945, para tokoh pemuda mengadakan rapat kilat.","Pada malam hari tanggal 15 agustus 194, para tokoh pemuda mengadakan rapat kilat.",IPS,Deletion Error
Keputusan rapat adalah segera memproklamasikan kemerdekaan indonesia pada tanggal 16 agustus 1945.,Keputusan rapat adalah segera memproklamasikan kemerdekaan indnesia pada tanggal 16 agustus 1945.,IPS,Deletion Error
"Sebab, jepang sudah kalah sedangkan sekutu sebagai pemenang perang belum datang.","Sebab, jepang sudah kalah sedangkan sekutu sebgai pemenang perang belum datang.",IPS,Deletion Error
Golongan pemuda mengutus darwis dan wikana menemui bung karno dan bung hatta untuk menyampaikan hasil rapat golongan muda tersebut.,Golongan pemuda mengutus darwis dan wikana mnemui bung karno dan bung hatta untuk menyampaikan hasil rapat golongan muda tersebut.,IPS,Deletion Error
Akan tetapi bung karno dan bung hatta tidak menyetujui permintaan tersebut.,Akan tetapi bung karno dan bung hata tidak menyetujui permintaan tersebut.,IPS,Deletion Error
Terjadilah ketegangan akibat pertentangan pendapat antara golongan tua dan golongan muda.,Terjadilah ketegangan akibat pertentangan pendapat antara glongan tua dan golongan muda.,IPS,Deletion Error
"Untuk menghindari hal-hal yang tidak diinginkan, maka pada dini hari tanggal 16 agustus 1945 tiga tokoh pemuda yakni soekarni, yusuf kunto, dan syodanco singgih membawa bung karno dan bung hatta ke rengasdengklok, jawa barat.","Untuk menghindari hal-hal yang tidak diinginkan, maka pada dini hari tanggal 16 agustus 1945 tiga tokoh pemuda yakni soekarni, yusuf kunto, dan syodanco singgih membawa bug karno dan bung hatta ke rengasdengklok, jawa barat.",IPS,Deletion Error
Di rengasdengklok para pemuda mendesak bung karno dan bung hatta agar segera melaksanakan proklamasi kemerdekaan indonesia.,Di rengasdengklok para pemuda mendesak bung karo dan bung hatta agar segera melaksanakan proklamasi kemerdekaan indonesia.,IPS,Deletion Error
Pada sore harinya ahmad subardjo menyusul ke rengasdengklok dan berhasil menjembatani pertentangan pendapat antara golongan pemuda dengan bung karno dan bung hatta.,Pada sore harinya ahmad subardjo menyusul k rengasdengklok dan berhasil menjembatani pertentangan pendapat antara golongan pemuda dengan bung karno dan bung hatta.,IPS,Deletion Error
"Setelah para tokoh itu mencapai kata sepakat dalam musyawarah, mereka memutuskan untuk memproklamasikan kemerdekaan indonesia pada tanggal 17 agustus 1945.","Setelah para tokoh itu mencapai kata sepkat dalam musyawarah, mereka memutuskan untuk memproklamasikan kemerdekaan indonesia pada tanggal 17 agustus 1945.",IPS,Deletion Error
"Setelah adanya kesepakatan antara golongan pemuda dan golongan tua tentang waktu pelaksaaan proklamasi, mereka kembali ke jakarta.","Setelah aanya kesepakatan antara golongan pemuda dan golongan tua tentang waktu pelaksaaan proklamasi, mereka kembali ke jakarta.",IPS,Deletion Error
Bentuklah kelompok (15-20 anak) dan buatlah drama peristiwa rengasdenglok.,Bentuklah kelompok (15-20 anak) dan buatlah draa peristiwa rengasdenglok.,IPS,Deletion Error
Pentaskan di depan kelas.,Pentaskan di depn kelas.,IPS,Deletion Error
Kelompok lain memberikan tanggapan.,Kelompok lain memerikan tanggapan.,IPS,Deletion Error
"Setelah tiba di jakarta, segera diadakan pembicaraan antara anggota ppki (golongan tua) dengan para pemuda (golongan muda)untuk membicarakan persiapan proklamasi kemerdekaan indonesia.","Setelah tiba di jakarta, segera diadakan pemicaraan antara anggota ppki (golongan tua) dengan para pemuda (golongan muda)untuk membicarakan persiapan proklamasi kemerdekaan indonesia.",IPS,Deletion Error
Pertemuan diadakan di rumah laksamana muda maeda di jalan imam bonjol no. 1 jakarta.,Pertemuan diadakan di rumah laksamana muda maea di jalan imam bonjol no. 1 jakarta.,IPS,Deletion Error
Ir. soekarno memegang pena untuk menulis konsep.,Ir. soekarno memegang pena untuk menulis konep.,IPS,Deletion Error
"Ahmad subardjo mendiktekan kalimat pertama: ""kami bangsa indonesia dengan ini menyatakan kemerdekaan indonesiaâ"".","Ahmad subardjo mendiktekan kalimat pertama: ""kami bansa indonesia dengan ini menyatakan kemerdekaan indonesiaâ"".",IPS,Deletion Error
"Kemudian bung hatta menyempurnakan dengan kalimat; ""hal-hal yang mengenai pemindahan kekuasaan dan lain-lain diselenggarakan dengan seksama dan dalam tempo sesingkat-singkatnya"".","Kemudian bung hatta menyempurnakan dengan kalimat; ""halhal yang mengenai pemindahan kekuasaan dan lain-lain diselenggarakan dengan seksama dan dalam tempo sesingkat-singkatnya"".",IPS,Deletion Error
"Menjelang pagi tanggal 17 agustus 1945 teks proklamasi berhasil dirumuskan oleh ir. soekarno, drs. moh hatta, dan ahmad subardjo yang disaksikan oleh sayuti melik, sukarni, bm. diah, dan sudiro.","Menjelang pagi tanggal 17 agustus 1945 tek proklamasi berhasil dirumuskan oleh ir. soekarno, drs. moh hatta, dan ahmad subardjo yang disaksikan oleh sayuti melik, sukarni, bm. diah, dan sudiro.",IPS,Deletion Error
Naskah proklamasi yang ditulis tangan oleh soekarno dibacakan di hadapan peserta rapat (yang menunggu di ruang depan).,Naskah proklamasi yang ditulis tangan oleh soearno dibacakan di hadapan peserta rapat (yang menunggu di ruang depan).,IPS,Deletion Error
"Ketika itu timbul permasalahan, yaitu siapa yang akan menandatangani naskah proklamasi tersebut.","Ketika itu timbul permasalahan, yaitu siapa yan akan menandatangani naskah proklamasi tersebut.",IPS,Deletion Error
Mulanya diusulkan agar semua yang hadir ikut menandatangani naskah proklmasi tersebut.,Mulanya diusulkan agar semua yang hadir iku menandatangani naskah proklmasi tersebut.,IPS,Deletion Error
Tetapi mereka tidak setuju.,Tetapi mereka tidk setuju.,IPS,Deletion Error
"Sukarni mengusulkan agar naskah proklamasi ditandatangani oleh ir, soekarno dan drs. moh. hatta, atas nama bangsa indonesia.","Sukarni mengusulkan agar naskah proklamasi ditandatangani ole ir, soekarno dan drs. moh. hatta, atas nama bangsa indonesia.",IPS,Deletion Error
Usul itu diterima dengan suara bulat.,Usul itu diterima dengn suara bulat.,IPS,Deletion Error
"Laksamana muda maeda, adalah seorang kepala perwakilan angkatan laut jepang di jakarta yang simpati terhadap perjuangan bangsa indonesia sehingga mengizinkan dan menjamin keselamatan untuk membicarakan pelaksanaan proklamasi.","Laksamana muda maeda, adalah seorang kepala perakilan angkatan laut jepang di jakarta yang simpati terhadap perjuangan bangsa indonesia sehingga mengizinkan dan menjamin keselamatan untuk membicarakan pelaksanaan proklamasi.",IPS,Deletion Error
Setelah mendapat persetujuan isi dan siapa yang menandatangani teks tersebut kemudian ir. soekarno meminta kepada sayuti melik untuk mengetik konsep naskah proklamasi tersebut dengan beberapa perubahan.,Setelah mendapat persetujuan isi dan siapa yan menandatangani teks tersebut kemudian ir. soekarno meminta kepada sayuti melik untuk mengetik konsep naskah proklamasi tersebut dengan beberapa perubahan.,IPS,Deletion Error
Setelah diketik kemudian ditandatangani oleh soekarno - hatta atas nama bangsa indonesia.,Setelah diketik kemudian ditandatangani oleh soekarno  hatta atas nama bangsa indonesia.,IPS,Deletion Error
"Ada tiga perubahan, yakni kata ""tempoh"" diganti menjadi ""tempo"", sedangkan di bagian akhir ""wakil-wakil bangsa indonesia"" diganti dengan ""atas nama bangsa indonesia"".","Ada tiga perubahan, yakni kata ""tempoh"" dignti menjadi ""tempo"", sedangkan di bagian akhir ""wakil-wakil bangsa indonesia"" diganti dengan ""atas nama bangsa indonesia"".",IPS,Deletion Error
"Cara menulis tanggal diubah sedikit yakni dari ""djakarta, 17-8-05"" menjadi ""djakarta, hari 17 boelan 8 tahoen 05"".","Cara menulis tanggal diubah sedikit yakni dar ""djakarta, 17-8-05"" menjadi ""djakarta, hari 17 boelan 8 tahoen 05"".",IPS,Deletion Error
"Tahun 05 maksudnya ialah tahun jepang, sebab pada waktu itu indonesia masih menggunakan tahun jepang.","Tahun 05 maksudnya ialah tahun jepang, sebb pada waktu itu indonesia masih menggunakan tahun jepang.",IPS,Deletion Error
Tahun jepang 2605 sama dengan tahun masehi 1945.,Tahun jepang 2605 sama dengan tahun mashi 1945.,IPS,Deletion Error
Berita tentang akan dinyatakannya proklamasi kemerdekaan indonesia telah didengar oleh rakyat.,Berita tentang akan dinyatakannya proklamasi kemerdekaan indnesia telah didengar oleh rakyat.,IPS,Deletion Error
Menurut rencana pembacaan teks proklamasi akan dilaksanakan di lapangan ikada.,Menurut rencana pembacaan teks proklamasi akan dilksanakan di lapangan ikada.,IPS,Deletion Error
"Namun, karena pertimbangan keamanan maka dialihkan  di rumah ir. soekarno.","Namun, karena pertimbangan keamanan maka dalihkan  di rumah ir. soekarno.",IPS,Deletion Error
"Sekitar 1000 orang, terutama barisan pelopor telah berkumpul di rumah ir. soekarno, di jalan pegangsaan timur no. 56 jakarta (sekarang jalan proklamasi).","Sekitar 1000 orang, terutama barisan pelopor telh berkumpul di rumah ir. soekarno, di jalan pegangsaan timur no. 56 jakarta (sekarang jalan proklamasi).",IPS,Deletion Error
"Mereka mengetahui bahwa pada hari itu (jum'at tanggal 17 agustus 1945), akan dibacakan proklamasi kemerdekaan indonesia.","Mereka mengetahui bahwa pada hari itu (um'at tanggal 17 agustus 1945), akan dibacakan proklamasi kemerdekaan indonesia.",IPS,Deletion Error
Para hadirin sudah tidak sabar untuk mendengarkan pernyataan proklamasi kemerdekaan indonesia.,Para hadirin sudah tidak sabar untuk menengarkan pernyataan proklamasi kemerdekaan indonesia.,IPS,Deletion Error
"Tepat pukul 10.00 wib, ir. soekarno didampingi drs. moh. hatta membacakan naskah proklamasi kemerdekaan indonesia.","Tepat pukul 10.00 wib, ir. soearno didampingi drs. moh. hatta membacakan naskah proklamasi kemerdekaan indonesia.",IPS,Deletion Error
"Sebelum membacakan naskah proklamasi, ir. soekarno mengucapkan kalimat pengantar yang berbunyi: saudara-saudara! dengan ini kami menyatakan kebulatan tekad itu.","Sebelum membacakan naskah proklamasi, ir. soekarno menucapkan kalimat pengantar yang berbunyi: saudara-saudara! dengan ini kami menyatakan kebulatan tekad itu.",IPS,Deletion Error
"Setelah teks proklamasi dibacakan, ir. soekarno berkata: demikianlah saudara-saudara!.","Setelah teks proklamasi dibacakan, ir. soekarno berata: demikianlah saudara-saudara!.",IPS,Deletion Error
Kita sekarang telah merdeka.,Kita sekarang telh merdeka.,IPS,Deletion Error
Tidak ada satu ikatan lagi yang mengikat tanah air kita dan bangsa kita!,Tidak ada satu ikatan lagi yang menikat tanah air kita dan bangsa kita!,IPS,Deletion Error
"Mulai saat ini kita menyusun negara kita negara merdeka,negara republik indonesia merdeka, kekal dan abadi.","Mulai saat ini kit menyusun negara kita negara merdeka,negara republik indonesia merdeka, kekal dan abadi.",IPS,Deletion Error
Lnsyaaallah! tuhan memberkati kemerdekaan kita itu.,Lnsyaaallah! tuhan memberkati kemerdekaa kita itu.,IPS,Deletion Error
"Setelah pembacaan teks proklamasi selesai, dilanjutkan dengan pengibaran bendera merah putih (bendera yang dijahit dengan tangan oleh lbu fatmawati, istri soekarno).","Setelah pembacaan teks proklamasi selesai, dilanjutkan denan pengibaran bendera merah putih (bendera yang dijahit dengan tangan oleh lbu fatmawati, istri soekarno).",IPS,Deletion Error
Pengibaran bendera dilakukan oleh suhud dan latief hendraningrat dan diiringi dengan nyayian lagu indonesia raya.,Pengibaran bendera dilakukan oleh suhud dan latef hendraningrat dan diiringi dengan nyayian lagu indonesia raya.,IPS,Deletion Error
Sesuai pengibaran bendera diteruskan dengan sambutan walikota suwiryo.,Sesuai pengibaran bendera diteruskan dengan sambutan walkota suwiryo.,IPS,Deletion Error
Setelah upacara selesai masing-masing meninggalkan tempat.,Setelah upacara selesai masin-masing meninggalkan tempat.,IPS,Deletion Error
Demikianlah detik-detik proklamasi telah terlewati.,Demikianlah detik-detik proklamasi tela terlewati.,IPS,Deletion Error
Peristiwa besar itu berlangsung hanya selama + satu jam.,Peristiwa besar itu berlangsung hanya selama + sat jam.,IPS,Deletion Error
"Upacara pengumuman proklamasi kemerdekaan negara republik indonesia dilaksanakan dengan sangat sederhana, namun khidmat.","Upacara pengumuman proklamasi kemerdekaan negara republik indnesia dilaksanakan dengan sangat sederhana, namun khidmat.",IPS,Deletion Error
"Sejak tanggal 17 agustus 1945 bangsa indonesia merdeka, lepas dari belenggu penjajahan asing.","Sejak tanggal 17 agustus 1945 bangsa indnesia merdeka, lepas dari belenggu penjajahan asing.",IPS,Deletion Error
"Proklamasi kemerdekan itu segera disiarkan ke seluruh pelosok tanah air melalui radio, surat kabar dan kurir.","Proklamasi kemerdekan itu segera disiarkan ke selruh pelosok tanah air melalui radio, surat kabar dan kurir.",IPS,Deletion Error
Pernyataan proklamasi kemerdekaan republik indonesia memiliki arti yang sangat penting bagi kehidupan bangsa indonesia.,Pernyataan proklamasi kemerdekaan republik indonesia memiliki art yang sangat penting bagi kehidupan bangsa indonesia.,IPS,Deletion Error
