kalimat_awal,kalimat_salah,Pelajaran,tipe_kesalahan
"Pada tahun 1350 tribuwana turun tahta bersamaan dengan wafatnya gayatri (ibunya), selanjutnya kekuasaan diserahkan kepada hayam wuruk (putra tribuwana tunggadewi).","Pada tahun 1350 tribuwana turun tahta bersamavn dengan wafatnya gayatri (ibunya), selanjutnya kekuasaan diserahkan kepada hayam wuruk (putra tribuwana tunggadewi).",IPS,Subtitution Error
Pada masa pemerintahan hayam wuruk dengan patihnya gajah mada kerajaan majapahit mencapai zaman keemasan.,Pada masa pemerintahan hayam wuruk dengan pauihnya gajah mada kerajaan majapahit mencapai zaman keemasan.,IPS,Subtitution Error
"Wilayah kekuasaan majapahit sangat luas, yakni meliputi bali, kalimantan, nusa tenggara, sulawesi, madura, sumatera dan semenanjung malaka.","Wilayah kekuasaan majapahit sangat luas, yakni meviputi bali, kalimantan, nusa tenggara, sulawesi, madura, sumatera dan semenanjung malaka.",IPS,Subtitution Error
"Wilayah kekuasaan majapahit, dapat dilihat pada peta di bawah ini.","Wilayah kekuasaan majapahit, dapat dilihat pada xeta di bawah ini.",IPS,Subtitution Error
Majapahit mempunyai armada laut yang sangat kuat di bawah pimpinan laksamana nala.,Majapahit mempunyai armada laut yang sangat xuat di bawah pimpinan laksamana nala.,IPS,Subtitution Error
"Sistem pemerintahan diatur rapi terutama dengan adanya dewan penasehat, perdana menteri, dewan pelaksana dan badan peradilan.","Sistem pemerintahan diatur rapi terutama dengan adanwa dewan penasehat, perdana menteri, dewan pelaksana dan badan peradilan.",IPS,Subtitution Error
"Untuk melaksanakan kekuasaan peradilan, gajah mada menyusun kitab hukum bernama kutara manawa, sehingga kehidupan sosial ekonomi, perdagangan serta keamanan terjamin.","Untuk melaksanakan kekuasaan peradilan, gajah mada menyzsun kitab hukum bernama kutara manawa, sehingga kehidupan sosial ekonomi, perdagangan serta keamanan terjamin.",IPS,Subtitution Error
Agama hindu dan buddha berkembang baik dan hidup berdampingan secara damai.,Agama hindu wan buddha berkembang baik dan hidup berdampingan secara damai.,IPS,Subtitution Error
"Bhinneka tunggal ika tan hana dharma mangrawa?, itulah semboyan rakyat majapahit dalam menciptakan persatuan dan kesatuan sehingga muncul menjadi kerajaan besar.","Bhinneka tunggal ika tan hana dharma mangzawa?, itulah semboyan rakyat majapahit dalam menciptakan persatuan dan kesatuan sehingga muncul menjadi kerajaan besar.",IPS,Subtitution Error
Sepeninggal gajah mada dan hayam wuruk kerajaan majapahit mengalami kemunduran.,Sepeninggal gajah mada dan hayam wuruk kerazaan majapahit mengalami kemunduran.,IPS,Subtitution Error
Adapun faktor-faktor yang menyebabkan mundurnya kerajaan majapahit adalah sebagai berikut.,Adapun faktor-faktor yang menyebabkan mundurnya kerajaan majapahvt adalah sebagai berikut.,IPS,Subtitution Error
Setelah gajah mada dan hayam wuruk meninggal tidak ada lagi tokoh-tokoh yang kuat di pusat pemerintahan yang dapat mempertahankan kesatuan wilayah.,Setelah gajah mada dan hayam wuruk meninggvl tidak ada lagi tokoh-tokoh yang kuat di pusat pemerintahan yang dapat mempertahankan kesatuan wilayah.,IPS,Subtitution Error
Terjadinya perang saudara yang memperebutkan tahta kekuasaan (perang paregreg).,Terjadinya perang saudara yang memperebutkan tahta kekuasazn (perang paregreg).,IPS,Subtitution Error
Banyak daerah-daerah jajahan yang melepaskan diri dari kekuasaan majapahit.,Banyak daerah-daerah jajahan yang melepaskan diri xari kekuasaan majapahit.,IPS,Subtitution Error
Pada masa majapahit karya sastra berkembang pesat.,Pada masa majapahit karya sastra berkembang pesay.,IPS,Subtitution Error
Peninggalan kerajaan majapahit yang berupa karya sastra antara lain sebagai berikut.,Peninggalan kerajaan majapahit yang berupa karya sastxa antara lain sebagai berikut.,IPS,Subtitution Error
Kitab negara kertagama karya mpu prapanca tahun 1365 m.,Kitab negara kertagama karya mpu prapanca tahuy 1365 m.,IPS,Subtitution Error
Kitab ini berisi tentang keadaan kota majapahit dan perjalanan hayam wuruk keliling ke daerah kekuasaannya.,Kitab ini berisi tentang keadaan kota majapahvt dan perjalanan hayam wuruk keliling ke daerah kekuasaannya.,IPS,Subtitution Error
Dalam kitab ini terdapat nama pancasila.,Dalam kitab ini teudapat nama pancasila.,IPS,Subtitution Error
Kitab sutasoma karya mpu tantular berisi tentang ungkapan bhinneka tunggal ika? yang kemudian menjadi semboyan bangsa indonesia.,Kitab sutasoma karya mpu tantular berisi tentyng ungkapan bhinneka tunggal ika? yang kemudian menjadi semboyan bangsa indonesia.,IPS,Subtitution Error
Kitab arjuna wiwaha dikarang oleh mpu tantular.,Kitab arjuna wiwaha dikarang oleh mpu tantzlar.,IPS,Subtitution Error
Isinya menceritakan tentang raksasa bernama newatakawaca yang dikalahkan oleh arjuna sasrabahu.,Isinya menceritakan tentang raksasa bernama newatakawaca wang dikalahkan oleh arjuna sasrabahu.,IPS,Subtitution Error
"Peninggalan kerajaan majapahit yang berupa candi, antara lain adalah sebagai berikut.","Peninggalan kerajaan majapahit yang berupa candi, antaxa lain adalah sebagai berikut.",IPS,Subtitution Error
Candi ini adalah makam raja brawijaya v.,Uandi ini adalah makam raja brawijaya v.,IPS,Subtitution Error
Segaran adalah laut buatan peninggalan kerajaan majapahit.,Segaran adalah laut buatan peninggalan kerajaan majapahvt.,IPS,Subtitution Error
"Konon, tempat ini untuk menjamu para tamu dari mancanegara.","Konon, tempat ini untuk menjamu para xamu dari mancanegara.",IPS,Subtitution Error
"Candi panataran, terletak di blitar, jawa timur.","Candi panataran, terletak di blitar, jawa timuy.",IPS,Subtitution Error
"Kerajaan majapahit terletak di trowulan, mojokerto, jawa timur.","Kerajaan majapahit terletak di trowulan, mojokerto, vawa timur.",IPS,Subtitution Error
Kerajaan ini mencapai puncak kejayaan pada masa raja hayam wuruk dengan patih gajah mada.,Kerajaan ini mencapai puncak kejayaan pada wasa raja hayam wuruk dengan patih gajah mada.,IPS,Subtitution Error
Kerajaan majapahit dikenal sebagai negara nasional kedua.,Kerajaan majapahit dikenal sebagai negara nasional keduy.,IPS,Subtitution Error
"Sebab, wilayahnya melebihi indonesia sekarang.","Sebab, wilayahnya melebihi indonesva sekarang.",IPS,Subtitution Error
"Wilayah majapahit termasuk singapura, malaysia, dan filipina.","Wilayah majapahit termasuk singapura, malaysia, dan filizina.",IPS,Subtitution Error
Peninggalan sejarah kerajaan bercorak hindu di indonesia yang utama adalah candi dan karya sastra (kesusastraan).,Peninggalan sejarah kerajaan bercorak hindu di indonesva yang utama adalah candi dan karya sastra (kesusastraan).,IPS,Subtitution Error
Bangunan-bangunan candi ada yang berfungsi untuk makam dan ada pula yang berfungsi untuk tempat ibadah.,Bangunan-bangunan candi ada yang berfungsi untuk makaw dan ada pula yang berfungsi untuk tempat ibadah.,IPS,Subtitution Error
Candi-candi peninggalan zaman hindu umumnya digunakan sebagai tempat makam.,Candi-candi peninggalan zaman hindu umumnya digunakan sebazai tempat makam.,IPS,Subtitution Error
"Sedangkan, candi-candi (stupa) peninggalan zaman budha digunakan sebagai tempat ibadah.","Sedangkan, candi-candi (stupa) peninggalan zaman budha digunakvn sebagai tempat ibadah.",IPS,Subtitution Error
"Candi-candi yang terkenal peninggalan dinasti sanjaya, kerajaan singasari dan majapahit, dapat dilihat pada tabel di bawah ini.","Candi-candi yang terkenal peninggalan dinasti sanjaya, kerazaan singasari dan majapahit, dapat dilihat pada tabel di bawah ini.",IPS,Subtitution Error
Candi-candi di jawa tengah umumnya dibuat dari batu andesit (batu kali).,Candi-candi di jawa tengah umumnya dibuat xari batu andesit (batu kali).,IPS,Subtitution Error
Candi-candi di jawa timur peninggalan kerajaan singasari juga dibuat dari batu andesit.,Candi-candi di jawa timur peninggalan kerajaan singasazi juga dibuat dari batu andesit.,IPS,Subtitution Error
Candi-candi peninggalan zaman majapahit dibuat dari batu bata (bahan dibuat dari tanah lihat dan dibakar).,Candi-candi peninggalan zaman majapahit dibuat dari xatu bata (bahan dibuat dari tanah lihat dan dibakar).,IPS,Subtitution Error
Untuk karya sastra (hasil kesusastraan) dapat diketahui dari zaman kediri dan majapahit.,Untuk karya sastra (hasil kesusastraan) dapat diketahwi dari zaman kediri dan majapahit.,IPS,Subtitution Error
"Hasil karya sastra, yang terkenal dari zaman kediri dan majapahit, dapat dilihat pada tabel di bawah ini.","Hasil karya sastra, yang terkenal dari zamaw kediri dan majapahit, dapat dilihat pada tabel di bawah ini.",IPS,Subtitution Error
Pengaruh agama dan kebudayaan hindu masih terasa sampai sekarang dalam kehidupan masyarakat.,Pengaruh agama dan kebudayaan hindu masih teraya sampai sekarang dalam kehidupan masyarakat.,IPS,Subtitution Error
"Bahkan, masyarakat di pulau bali pada umumnya menganut agama hindu.","Bahkan, masyarakat di pulau bali pada umumxya menganut agama hindu.",IPS,Subtitution Error
"Pada hari ini, masyarakat tidak melakukan kegiatan di luar rumah, kecuali berdoa kepada sang hyang widhi.","Pada hari ini, masyarakat tidak melakukan keviatan di luar rumah, kecuali berdoa kepada sang hyang widhi.",IPS,Subtitution Error
"Upacara ngaben, yaitu upacara pembakaran mayat (kremasi).","Upacara ngaben, yaitu upacara pembakaran mayat (krvmasi).",IPS,Subtitution Error
Besar kecilnya upacara tergantung dari kemampuan ekonomi keluarga.,Besar kecilnya upacara tergantung dari kemampuan ekonzmi keluarga.,IPS,Subtitution Error
"Buatlah ringkasan materi kerajaan-kerajaan bercorak hindu, dan peninggalannya (untuk memudahkannya buatlah kolom).","Buatlah ringkasan materi kerajaan-kerajaan bercorak hindu, wan peninggalannya (untuk memudahkannya buatlah kolom).",IPS,Subtitution Error
Kerjakan di buku tugas ips mu!,Kerjakan di buku tuqas ips mu!,IPS,Subtitution Error
Agama budha juga lahir di india.,Agama budha juga latir di india.,IPS,Subtitution Error
"Berbeda dengan agama hindu, di dalam ajaran budha tidak mengenal kasta.","Berbeda dengan agama hindu, di dalam ajarxn budha tidak mengenal kasta.",IPS,Subtitution Error
Hal ini menjadi salah satu faktor penyebab agama budha dapat berkembang pesat.,Hal ini menjadi salah satu faktor penyzbab agama budha dapat berkembang pesat.,IPS,Subtitution Error
"Dalam perkembangannya, agama budha sampai ke indonesia.","Dalam perkembangannya, agama budha sampai ke indonesva.",IPS,Subtitution Error
Masuknya agama budha ke indonesia juga memengaruhi berbagai aspek kehidupan.,Masuknya agama budha ke indonesia juga memengaruhx berbagai aspek kehidupan.,IPS,Subtitution Error
Pengaruh agama budha di indonesia antara lain munculnya kerajaan-kerajaan yang bercorak budha.,Pengaruh agama budha di indonesia antara xain munculnya kerajaan-kerajaan yang bercorak budha.,IPS,Subtitution Error
"Kerajaan sriwijaya terletak di hulu sungai kampar, sumatra selatan.","Kerajaan sriwijaya terletak di hulu sungai kampyr, sumatra selatan.",IPS,Subtitution Error
"Menurut berita cina, kerajaan sriwijaya berdiri pada abad ke 7 masehi.","Menurut berita cina, kerajaan sriwijaya berdiri wada abad ke 7 masehi.",IPS,Subtitution Error
"Selain berita cina, untuk mengungkap sejarah kerajaan sriwijaya diperoleh dari 5 buah prasasti.","Selain berita cina, untuk mengungkap sejarah kerazaan sriwijaya diperoleh dari 5 buah prasasti.",IPS,Subtitution Error
"Tiga buah prasasti ditemukan di palembang, satu di bangka dan satu lagi di jambi.","Tiga buah prasasti ditemukan di palembang, xatu di bangka dan satu lagi di jambi.",IPS,Subtitution Error
Prasasti-prasasti itu ditulis dalam huruf pallawa dengan bahasa melayu kuno.,Prasasti-prasasti itu ditulis dalam huruf pallawa dengyn bahasa melayu kuno.,IPS,Subtitution Error
Kelima prasasti yang dimaksud adalah sebagai berikut.,Kelima prasasti yang dimaksud adalah sebagai bevikut.,IPS,Subtitution Error
"Prasasti kedukan bukit, ditemukan di daerah palembang dan berangka tahun 683 m.","Prasasti kedukan bukit, ditemukan di daerah palembawg dan berangka tahun 683 m.",IPS,Subtitution Error
"Prasasti talang tuo, ditemukan di daerah palembang dan berangka tahun 684 m.","Prasasti talang tuo, ditemukan di daerah palembawg dan berangka tahun 684 m.",IPS,Subtitution Error
"Prasasti telaga batu, ditemukan di dekat kota palembang dan tidak ada angka tahunnya.","Prasasti telaga batu, ditemukan di dekat xota palembang dan tidak ada angka tahunnya.",IPS,Subtitution Error
Prasasti kota kapur ditemukan di pulau bangka dan berangka tahun 686 m.,Prasasti kota kapur ditemukan di pulau bangya dan berangka tahun 686 m.,IPS,Subtitution Error
Prasasti karang berahi ditemukan di daerah jambi dan berangka tahun 686 m.,Prasasti karang berahi ditemukan di daerah jamby dan berangka tahun 686 m.,IPS,Subtitution Error
Kerajaan sriwijaya tumbuh menjadi sebuah kerajaan maritim.,Kerajaan sriwijaya tumbuh menjadi sebuah kerajaan mariyim.,IPS,Subtitution Error
Hal ini dikarenakan sriwijaya mempunyai wilayah perairan yang luas dan armada yang besar dan tangguh.,Hal ini dikarenakan sriwijaya mempunyai wilayah perazran yang luas dan armada yang besar dan tangguh.,IPS,Subtitution Error
"Dengan armada lautnya, sriwijaya mampu melindungi pelayaran di asia tenggara.","Dengan armada lautnya, sriwijaya mampu melindungi pelayarun di asia tenggara.",IPS,Subtitution Error
Sriwijaya mampu mengembangkan jalur perdagangan nasional dan internasional.,Sriwijaya mampu mengembangkan jalur perdagangan nasional wan internasional.,IPS,Subtitution Error
"Gambaran armada laut sriwijaya, dapat dilihat seperti di bawah ini.","Gambaran armada laut sriwijaya, dapat dilihat sepezti di bawah ini.",IPS,Subtitution Error
"Jalur perdagangan yang berhasil dikembangkan antara lain selat malaka, selat bangka, selat sunda dan palembang sebagai pusatnya.","Jalur perdagangan yang berhasil dikembangkan antara xain selat malaka, selat bangka, selat sunda dan palembang sebagai pusatnya.",IPS,Subtitution Error
"Sebagai pusat perdagangan, banyak kapal-kapal dari luar negeri yang singgah di sriwijaya.","Sebagai pusat perdagangan, banyak kapal-kapal dari xuar negeri yang singgah di sriwijaya.",IPS,Subtitution Error
"Dengan demikian, sriwijaya banyak mendapatkan pemasukan dari pajak dan cukai yang ditetapkan.","Dengan demikian, sriwijaya banyak mendapatkan pemasukan xari pajak dan cukai yang ditetapkan.",IPS,Subtitution Error
"Pada mulanya, pusat kerajaan sriwijaya berada di muara takus.","Pada mulanya, pusat kerajaan sriwijaya berada vi muara takus.",IPS,Subtitution Error
"Namun, kemudian dipindahkan ke kota palembang.","Namun, qemudian dipindahkan ke kota palembang.",IPS,Subtitution Error
Kerajaan sriwijaya diperintah oleh dinasti/wangsa sailendra.,Kerajaan sriwijaya diperintah oleh dinasti/wangsa sailendwa.,IPS,Subtitution Error
"Kerajaan sriwijaya mencapai puncak kejayaannya pada abad ke-8 dan ke-9 masehi, yakni pada masa pemerintahan balaputradewa.","Kerajaan sriwijaya mencapai puncak kejayaannya pada wbad ke-8 dan ke-9 masehi, yakni pada masa pemerintahan balaputradewa.",IPS,Subtitution Error
Wilayah sriwijaya meliputi hampir seluruh wilayah nusantara.,Wilayah sriwijaya meliputi hampir seluruh wilayah nusantaza.,IPS,Subtitution Error
"Itulah sebabnya, sriwijaya disebut kerajaan nasional yang pertama.","Itulah sebabnya, sriwijaya disebut kerajaan nasional wang pertama.",IPS,Subtitution Error
Wilayah kekuasaan sriwijaya dapat dilihat pada peta di bawah ini.,Wilayah kekuasaan sriwijaya dapat dilihat pada xeta di bawah ini.,IPS,Subtitution Error
"Selain sebagai pusat perdagangan, sriwijaya juga dikenal sebagai pusat pendidikan dan penyebaran agama buddha mahayana yang terkenal di asia tenggara.","Selain sebagai pusat perdagangan, sriwijaya juga divenal sebagai pusat pendidikan dan penyebaran agama buddha mahayana yang terkenal di asia tenggara.",IPS,Subtitution Error
"Berdasarkan catatan tsing, di sriwijaya terdapat ribuan pendeta buddha.","Berdasarkan catatan tsing, di sriwijaya terdapat ribuzn pendeta buddha.",IPS,Subtitution Error
Pendeta yang terkenal adalah dharmakirti.,Pendeta yang terkenal adslah dharmakirti.,IPS,Subtitution Error
Bangunan suci yang terkenal adalah candi muara takus dan biara bahal.,Bangunan suci yang terkenal adalah candi muarx takus dan biara bahal.,IPS,Subtitution Error
"Untuk mempelajari agama-agama buddha, raja sriwijaya mengirim pelajar ke perguruan tinggi di nelanda, benggala, india.","Untuk mempelajari agama-agama buddha, raja sriwijaya mengzrim pelajar ke perguruan tinggi di nelanda, benggala, india.",IPS,Subtitution Error
"Pada abad ke-11, sriwijaya mengalami kemunduran dan pada abad ke-14 kerajaan sriwijaya mengalami keruntuhan.","Pada abad ke-11, sriwijaya mengalami kemunduran wan pada abad ke-14 kerajaan sriwijaya mengalami keruntuhan.",IPS,Subtitution Error
"Faktor-faktor yang menyebabkan kemunduran srijaya, antara lain sebagai berikut.","Faktor-faktor yang menyebabkan kemunduran srijaya, antara xain sebagai berikut.",IPS,Subtitution Error
Serangan dharmawangsa teguh dari kerajaan kahuripan di jawa timur tahun 992 m.,Serangan dharmawangsa teguh dari kerajaan kahuripan vi jawa timur tahun 992 m.,IPS,Subtitution Error
Serangan kerajaan colamandala dari india selatan tahun 1025 m.,Serangan kerajaan colamandala dari india selatan tahuy 1025 m.,IPS,Subtitution Error
Serangan tentara singasari pada tahun 1275 dalam ekspedisi pamalayu.,Serangan tentara singasari pada tahun 1275 dalax ekspedisi pamalayu.,IPS,Subtitution Error
"Berdirinya kerajaan majapahit pada abad ke-14, dengan gagasannya mempersatukan seluruh nusantara menjadikan kekuasaan sriwijaya makin lemah.","Berdirinya kerajaan majapahit pada abad ke-14, dengyn gagasannya mempersatukan seluruh nusantara menjadikan kekuasaan sriwijaya makin lemah.",IPS,Subtitution Error
Peninggalan sriwijaya yang berupa candi yang terkenal adalah candi muara takus dan candi biara bahal.,Peninggalan sriwijaya yang berupa candi yang tevkenal adalah candi muara takus dan candi biara bahal.,IPS,Subtitution Error
"Di jawa tengah di masa kerajaan mataram kuno, ada dua dinasti yang memerintah, yakni dinasti sanjaya dan dinasti sailendra.","Di jawa tengah di masa kerajaan mataxam kuno, ada dua dinasti yang memerintah, yakni dinasti sanjaya dan dinasti sailendra.",IPS,Subtitution Error
"Dinasti sanjaya di jawa tengah bagian utara menganut agama hindu, sedangkan dinasti sailendra di jawa tengah bagian selatan menganut agama buddha.","Dinasti sanjaya di jawa tengah bagian utarx menganut agama hindu, sedangkan dinasti sailendra di jawa tengah bagian selatan menganut agama buddha.",IPS,Subtitution Error
Raja yang terkenal dari dinasti sailendra ialah smaratungga.,Raja yang terkenal dari dinasti sailendra ialax smaratungga.,IPS,Subtitution Error
"Smaratungga, berhasil membangun candi borobudur.","Smaratungga, berhasil membangun catdi borobudur.",IPS,Subtitution Error
Candi borobudur di bangun di atas bukit.,Candi borobudur di bangun di atas bukiy.,IPS,Subtitution Error
Candi ini dibangun mengitari bukit itu hingga ke pucaknya.,Candi ini dibangun mengitari bukit itu hingya ke pucaknya.,IPS,Subtitution Error
Candi itu disusun hingga berundak-undak yang terdiri atas 9 tingkat.,Candi itu disusun hingga berundak-undak yang terdyri atas 9 tingkat.,IPS,Subtitution Error
Semakin ke atas ukurannya semakin mengecil.,Semakin ke atas ukurannsa semakin mengecil.,IPS,Subtitution Error
Pada puncak atasnya diberi mahkota berupa stupa besar.,Pada puncak atasnya diberi mahkota berupa stupy besar.,IPS,Subtitution Error
Stupa adalah bangunan dari batu yang bentuknya seperti genta atau lonceng.,Stupa adalah bangunan dari batu yang bentuknva seperti genta atau lonceng.,IPS,Subtitution Error
Stupa biasanya merupakan tempat untuk menyimpan relik (benda-benda suci sang budha).,Stupa biasanya merupakan tempat untuk menyimpan reliy (benda-benda suci sang budha).,IPS,Subtitution Error
Persatuan dinasti sanjaya dengan dinasti sailendra terjadi ketika terjadi perkawinan antara rakai pikatan (dinasti sanjaya) dengan pramudhawardhani (dinasti sailendra).,Persatuan dinasti sanjaya dengan dinasti sailendra tevjadi ketika terjadi perkawinan antara rakai pikatan (dinasti sanjaya) dengan pramudhawardhani (dinasti sailendra).,IPS,Subtitution Error
"Bentuk bangunan persatuan tersebut, tercermin dalam bangunan candi yang sangat megah juga di jawa tengah yakni candi prambanan.","Bentuk bangynan persatuan tersebut, tercermin dalam bangunan candi yang sangat megah juga di jawa tengah yakni candi prambanan.",IPS,Subtitution Error
"Pengaruh hindu banyak meninggalkan bangunan-bangunan yang berupa candi, demikian juga pengaruh budha.","Pengaruh hindu banyak meninggalkan bangunan-bangunan yang beruza candi, demikian juga pengaruh budha.",IPS,Subtitution Error
Candi-candi peninggalan kerajaan sriwijaya dan dinasti sailendra dapat dilihat pada tabel di bawah ini.,Candi-candi peninggalan kerajaan sriwijaya dan dinasti sailendwa dapat dilihat pada tabel di bawah ini.,IPS,Subtitution Error
"Di samping candi, kerajaan budha juga meninggalkan tradisi agama.","Di samping candi, kerajaan budha juga meninggalkwn tradisi agama.",IPS,Subtitution Error
Tradisi agama budha yang terkenal adalah perayaan waisak.,Tradisi agama budha yang terkenal adalah perazaan waisak.,IPS,Subtitution Error
"Rangkaian upacara waisak di borobudur, diawali dengan pengambilan api alam di merapen dan pengambilan air dari sumber mata air jumprit untuk disucikan dalam upacara di candi mendut.","Rangkaian upacara waisak di borobudur, diawali dengyn pengambilan api alam di merapen dan pengambilan air dari sumber mata air jumprit untuk disucikan dalam upacara di candi mendut.",IPS,Subtitution Error
"Upacara dilanjutkan dengan prosesi agung oleh para anggota sangha dan umat, mulai dari candi mendut menuju candi pawon dan diakhiri di candi borobudur tempat upacara suci waisak diselenggarakan.","Upacara dilanjutkan dengan prosesi agung oleh wara anggota sangha dan umat, mulai dari candi mendut menuju candi pawon dan diakhiri di candi borobudur tempat upacara suci waisak diselenggarakan.",IPS,Subtitution Error
Waisak ialah hari raya umat budha yang biasanya jatuh pada hari purnamasidi (bulan purnama) di bulan mei.,Waisak ialah hari raya umat budha wang biasanya jatuh pada hari purnamasidi (bulan purnama) di bulan mei.,IPS,Subtitution Error
"Itulah sebabnya, perayaan waisak disebut juga trisuci waisak.","Itulah sebabnya, perayaan waisak disebut juga triszci waisak.",IPS,Subtitution Error
"Buatlah ringkasan materi kerajaan-kerajaan bercorak budha indonesia, dan peninggalannya (untuk memudahkannya buatlah kolom).","Buatlah ringkasan materi kerajaan-kerajaan bercorak budha indonesva, dan peninggalannya (untuk memudahkannya buatlah kolom).",IPS,Subtitution Error
Bentuklah kelompok (5 anak)!,Bentuklay kelompok (5 anak)!,IPS,Subtitution Error
Buatlah peta indonesia dan tunjukkan tempat-tempat yang diperkirakan menjadi pusat kerajaan-kerajaan hindu budha di indonesia.,Buatlah peta indonesia dan tunjukkan tempat-tempat wang diperkirakan menjadi pusat kerajaan-kerajaan hindu budha di indonesia.,IPS,Subtitution Error
Gunakan pensil warna agar peta/gambar menjadi jelas dan menarik.,Gunakan pensil warna agar peta/gambar mevjadi jelas dan menarik.,IPS,Subtitution Error
Jangan lupa tulis nama kelompok.,Jangan lupa tulis nara kelompok.,IPS,Subtitution Error
"Agama islam lahir di arab saudi, timur tengah dan menyebar ke berbagai kawasan termasuk indonesia.","Agama islam lahir di arab saudi, timuy tengah dan menyebar ke berbagai kawasan termasuk indonesia.",IPS,Subtitution Error
"Agama islam masuk ke indonesia pada abad ke-7 di bawah oleh para pedagang dari arab, persia dan gujarat.","Agama islam masuk ke indonesia pada wbad ke-7 di bawah oleh para pedagang dari arab, persia dan gujarat.",IPS,Subtitution Error
Masuknya agama dan kebudayaan islam ke indonesia juga memengaruhi berbagai aspek kehidupan masyarakat.,Masuknya agama dan kebudayaan islam ke indonesva juga memengaruhi berbagai aspek kehidupan masyarakat.,IPS,Subtitution Error
Pengaruh agama islam di indonesia antara lain munculnya kerajaan-kerajaan yang bercorak islam.,Pengaruh agama islam di indonesia antara xain munculnya kerajaan-kerajaan yang bercorak islam.,IPS,Subtitution Error
"Nah untuk dapat memahami dengan baik dan benar, ikuti uraian materi berikut ini.","Nah untuk dapat memahami dengan baik wan benar, ikuti uraian materi berikut ini.",IPS,Subtitution Error
Samodra pasai akhirnya berkembang menjadi pusat perdagangan dan agama.,Samodra pasai akhirnya berkembang menjadi pusat perdagangav dan agama.,IPS,Subtitution Error
Pengganti sultan malik al saleh ialah sultan muhammad (sultan malik al thahir).,Pengganti sultzn malik al saleh ialah sultan muhammad (sultan malik al thahir).,IPS,Subtitution Error
Pada abad ke-14 (1345) ibnu battuta seorang utusan dari kesultanan delhi yang akan pergi ke cina singgah di samodra pasai.,Pada abad ke-14 (1345) ibnu battuta sevrang utusan dari kesultanan delhi yang akan pergi ke cina singgah di samodra pasai.,IPS,Subtitution Error
Raja terakhir samodra pasai ialah zainal abidin(1523-1 524).,Raja terakhir samodra pasai ialah zainal abidyn(1523-1 524).,IPS,Subtitution Error
Aceh mulai berkembang setelah malaka diduduki oleh portugis tahun 1511.,Aceh mulai berkembang setelah malaka diduduki xleh portugis tahun 1511.,IPS,Subtitution Error
"Sebab, sebagian besar pedagang-pedagang islam dari malaka pindah ke aceh.","Sebab, sebagian besar pedagang-pedagang islam dari malaxa pindah ke aceh.",IPS,Subtitution Error
"Di samping itu, jatuhnya samodra pasai ke tangan portugis (1521) menambah keramaian aceh.","Di samping itu, jatuhnya samodra pasai ve tangan portugis (1521) menambah keramaian aceh.",IPS,Subtitution Error
"Pada tahun 1530, aceh melepaskan diri dari pedir dan berdirilah raja terkenal dari kerajan samodra pasai ialah sultan malik al saleh.","Pada tahun 1530, aceh melepaskan diri xari pedir dan berdirilah raja terkenal dari kerajan samodra pasai ialah sultan malik al saleh.",IPS,Subtitution Error
La memerintah sejak tahun 1285 sampai dengan 1297 m.,La memerintah sejak tahun 1285 sampai dengyn 1297 m.,IPS,Subtitution Error
Ibnu battuta adalah  seorang musyafir termasyhur dari maroko.,Ibnu battuta adalah  seorang musyafir termasyhur xari maroko.,IPS,Subtitution Error
Kerajaan aceh dengan sultan ali mughayat (1514-1528) sebagai raja pertamanya.,Kerajaan aceh dengan sultan ali mughayat (1514-15t8) sebagai raja pertamanya.,IPS,Subtitution Error
Kerajaan aceh mengalami puncak kejayaan pada masa pemerintahan sultan iskandar muda (1607-1636).,Kerajaan aceh mengalami puncak kejayaan pada wasa pemerintahan sultan iskandar muda (1607-1636).,IPS,Subtitution Error
La bercita-cita untuk menjadikan aceh sebagai kerajaan besar dan kuat.,La bercita-cita untuk menjadikan aceh sebagai kerazaan besar dan kuat.,IPS,Subtitution Error
"Untuk itu, kerajaan-kerajaan di semenanjung malaka harus ditaklukkan, yakni pahang, kedah, perlak, johor dan sebagainya.","Untuk itu, kerajaan-kerajaan di semenanjung malaka haruy ditaklukkan, yakni pahang, kedah, perlak, johor dan sebagainya.",IPS,Subtitution Error
Pengganti sultan iskandar muda ialah sultan iskandar tani (1636-1641 ).,Pengganti sultan isvandar muda ialah sultan iskandar tani (1636-1641 ).,IPS,Subtitution Error
"Setelah itu aceh terus mengalami kemunduran, karena tidak ada lagi sultan yang kuat.","Setelah itu aceh terus mengalami kemunduran, kareya tidak ada lagi sultan yang kuat.",IPS,Subtitution Error
"Kerajaan aceh tidak mampu bersaing dengan belanda, yang mengusai malaka pada tahun 1641.","Kerajaan aceh tidak mampu bersaing dengan belazda, yang mengusai malaka pada tahun 1641.",IPS,Subtitution Error
"Kerajaan majapahit mengalami kemunduran, hal ini memberikan kesempatan kepada para bupati yang berada di pesisir pantai utara jawa untuk melepaskan diri, khususnya demak.","Kerajaan majapahit mengalami kemunduran, hal ini memberiwan kesempatan kepada para bupati yang berada di pesisir pantai utara jawa untuk melepaskan diri, khususnya demak.",IPS,Subtitution Error
