kalimat_awal,kalimat_salah,Pelajaran,tipe_kesalahan
"Alur dapat dikenali dengan melihat bagian perkenalan, konflik, dan penyelesaian cerita.","Alur dapat dikenali dengan melihat bagian perenalan, konflik, dan penyelesaian cerita.",Bahasa Indonesia,Deletion Error
"Ketika menilai sebuah karya, perhatikanlah jenis alur yang dipakai.","Ketika menilai sebuah karya, perhatikanlah jenis alu yang dipakai.",Bahasa Indonesia,Deletion Error
Perhatikan pula rangkaian peristiwanya.,Perhatikan pula rankaian peristiwanya.,Bahasa Indonesia,Deletion Error
Apakah rangkaian peristiwa yang dirancang penulis menunjukkan adanya perubahan pada tokoh cerita?,Apakah rangkaian peristiwa yang dirancang penulis mennjukkan adanya perubahan pada tokoh cerita?,Bahasa Indonesia,Deletion Error
Cermati kembali cerita yang sudah kalian baca.,Cermati kembali cerita yang sudah kalian bca.,Bahasa Indonesia,Deletion Error
"Perhatikan tema, topik, dan alurnya, lalu jawablah pertanyaan berikut ini.","Perhatikan tema, topik, dan alurnya, lalu jwablah pertanyaan berikut ini.",Bahasa Indonesia,Deletion Error
Apa judul cerita yang kalian baca?,Apa judul cerita ang kalian baca?,Bahasa Indonesia,Deletion Error
Apa tema yang terdapat dalam cerita tersebut?,Apa tema yang terdapat dalam cerita terebut?,Bahasa Indonesia,Deletion Error
"Alur apa yang digunakan oleh cerita tersebut (alur maju, mundur, atau campuran)?","Alur apa yang digunakan oleh cerita terebut (alur maju, mundur, atau campuran)?",Bahasa Indonesia,Deletion Error
Pesan apa yang hendak disampaikan pengarang melalui ceritanya?,Pesan apa yang hendak disampaikan pengarang mellui ceritanya?,Bahasa Indonesia,Deletion Error
"Dalam sebuah cerita, kalian akan menemukan banyak kata.","Dalam sebuah cerita, kalian akan menemukan banak kata.",Bahasa Indonesia,Deletion Error
Kosakata tersebut tidak hanya memiliki satu makna.,Kosakata tersebut tidak hanya memiliki satu maka.,Bahasa Indonesia,Deletion Error
Beberapa kata mungkin mempunyai makna yang berlainan dengan makna sebenarnya atau bermakna kiasan.,Beberapa kata mungkin mempunyai makna yang berainan dengan makna sebenarnya atau bermakna kiasan.,Bahasa Indonesia,Deletion Error
Kata-kata seperti ini disebut bermakna konotasi. lawan dari konotasi adalah denotasi.,Kata-kata seperti ini disebut bermakna konotasi. lwan dari konotasi adalah denotasi.,Bahasa Indonesia,Deletion Error
"Menurut kamus besar bahasa indonesia, denotasi adalah makna kata atau kelompok kata yang berdasarkan atas penunjukan yang lugas pada sesuatu di luar bahasa.","Menurut kamus besar bahasa indonesia, denotasi adaah makna kata atau kelompok kata yang berdasarkan atas penunjukan yang lugas pada sesuatu di luar bahasa.",Bahasa Indonesia,Deletion Error
Denotasi juga berarti makna kata-kata yang sebenarnya atau bukan makna kiasan.,Denotasi juga berarti makna kata-kata yang sbenarnya atau bukan makna kiasan.,Bahasa Indonesia,Deletion Error
Seorang penulis biasanya menggunakan kata-kata dengan makna konotasi agar kalimat-kalimat dalam cerita yang ditulisnya menjadi lebih menarik.,Seorang penulis biasanya menggunakan kata-kata dengan maka konotasi agar kalimat-kalimat dalam cerita yang ditulisnya menjadi lebih menarik.,Bahasa Indonesia,Deletion Error
Perhatikanlah kata-kata pada kalimat-kalimat dalam tabel berikut.,Perhatikanlah kata-kata pada kalimat-kalimat dalam tabel berkut.,Bahasa Indonesia,Deletion Error
Centanglah kalimat yang menurut kalian memiliki makna denotasi dan konotasi.,Centanglah kalimat yang menurut kalian memiliki maka denotasi dan konotasi.,Bahasa Indonesia,Deletion Error
"Ketika banyak pikiran, wajahnya terlihat kurang menarik.","Ketika banyak pikiran, wajahnya terlihat kurang menrik.",Bahasa Indonesia,Deletion Error
"Ketika banyak pikiran, wajahnya sekusut kain lap.","Ketika banyak pikiran, wajahnya sekusut kain ap.",Bahasa Indonesia,Deletion Error
Jalanan sepi sekali pagi ini.,Jalanan sepi sekali agi ini.,Bahasa Indonesia,Deletion Error
Jalanan sesunyi kuburan pagi ini.,Jalanan sesunyi kuburan agi ini.,Bahasa Indonesia,Deletion Error
Sopir mengendarai bus dengan kencang.,Sopir mengendarai bus dengn kencang.,Bahasa Indonesia,Deletion Error
Sopir mengendarai bus seakan sedang di arena balapan.,Sopir mengendarai bus seakan sedang di area balapan.,Bahasa Indonesia,Deletion Error
Sekarang aku merasakan akibat keras kepala-ku sendiri.,Sekarang aku merasakan akibat keras kepala-ku seniri.,Bahasa Indonesia,Deletion Error
"Sekarang, aku merasakan penyesalanku.","Sekarang, aku mersakan penyesalanku.",Bahasa Indonesia,Deletion Error
Ibu parki memandang buah hatinya dengan cemas.,Ibu parki memandang buah hatinya dengan cems.,Bahasa Indonesia,Deletion Error
Ibu parki memandangi anaknya dengan hati cemas.,Ibu parki memandangi anaknya dengan hati cems.,Bahasa Indonesia,Deletion Error
"Dengan memberikan tanda centang, kalian berlatih mengenal kata bermakna denotasi dan konotasi.","Dengan memberikan tanda centang, kalian berlatih menenal kata bermakna denotasi dan konotasi.",Bahasa Indonesia,Deletion Error
Perhatikanlah kata-kata yang digarisbawahi dalam paragraf berikut.,Perhatikanlah kata-kata yang digarisbawahi dalam paragraf berkut.,Bahasa Indonesia,Deletion Error
Rianti adalah gadis yang ringan tangan atau suka menolong.,Rianti adalah gadis yang ringan tangan ata suka menolong.,Bahasa Indonesia,Deletion Error
Ia selalu menjadi buah bibir di kalangan anak-anak muda dan orang-orang tua di sekitar kompleks tempat tinggalnya.,Ia selalu menjadi buah bibir di klangan anak-anak muda dan orang-orang tua di sekitar kompleks tempat tinggalnya.,Bahasa Indonesia,Deletion Error
"Meskipun keluarganya kaya raya, ia tidak sombong dan tidak sungkan membagi buah tangan untuk teman-temannya sepulang bepergian.","Meskipun keluarganya kaya raya, ia tidak somong dan tidak sungkan membagi buah tangan untuk teman-temannya sepulang bepergian.",Bahasa Indonesia,Deletion Error
Ia juga menjadi tangan kanan ayahnya dalam mengelola bisnis keluarga yang membuat keluarganya kaya raya.,Ia juga menjadi tangan kanan ayahnya dlam mengelola bisnis keluarga yang membuat keluarganya kaya raya.,Bahasa Indonesia,Deletion Error
Buah pikirannya yang cerdas selalu sangat bermanfaat dalam mengembangkan bisnis keluarganya itu.,Buah pikirannya yang cerdas selalu sangat beranfaat dalam mengembangkan bisnis keluarganya itu.,Bahasa Indonesia,Deletion Error
Keluarga rianti disegani karena sikap elok budi dan sangat dermawan.,Keluarga rianti disegani karena sikap elok bud dan sangat dermawan.,Bahasa Indonesia,Deletion Error
Kata-kata yang digarisbawahi itu adalah diksi yang mengandung makna konotasi.,Kata-kata yan digarisbawahi itu adalah diksi yang mengandung makna konotasi.,Bahasa Indonesia,Deletion Error
Kalian dapat melihat arti dari kata-kata tersebut pada tabel berikut.,Kalian dapat melihat arti dari kata-kata terebut pada tabel berikut.,Bahasa Indonesia,Deletion Error
Tampilkan hasil pekerjaan secara kreatif.,Tampilkan hasil pekerjaan secaa kreatif.,Bahasa Indonesia,Deletion Error
"Dalam cerita tersebut, carilah kata-kata yang bermakna konotasi.","Dalam cerita tersebut, carilah kata-kata yang berakna konotasi.",Bahasa Indonesia,Deletion Error
"Kemudian, tuliskan juga makna denotasinya.","Kemudian, tuliskan juga mkna denotasinya.",Bahasa Indonesia,Deletion Error
"Jika suka, kalian dapat melengkapi pekerjaan kalian dengan gambar-gambar.","Jika suka, kalan dapat melengkapi pekerjaan kalian dengan gambar-gambar.",Bahasa Indonesia,Deletion Error
Kalian dapat menjadikan gambar berikut sebagai inspirasi penyajian.,Kalian dapat menjadikan gambar berikut sebagai insirasi penyajian.,Bahasa Indonesia,Deletion Error
"Jika kalian membaca koran, majalah, atau membuka sebuah web, kalian kadang menemukan artikel resensi buku atau karya fiksi.","Jika kalian membaca koran, majalah, atau memuka sebuah web, kalian kadang menemukan artikel resensi buku atau karya fiksi.",Bahasa Indonesia,Deletion Error
Artikel seperti itu umumnya berisi penilaian terhadap sebuah buku.,Artikel seperti itu umumnya berisi penilaian teradap sebuah buku.,Bahasa Indonesia,Deletion Error
"Melalui artikel tersebut, penulis menyajikan keunggulan dan kelemahan buku.","Melalui artikel tersebut, penulis menyajikan keunggulan an kelemahan buku.",Bahasa Indonesia,Deletion Error
Penulis kadang membandingkannya dengan buku lain.,Penulis kadang membandingkannya dengn buku lain.,Bahasa Indonesia,Deletion Error
"Tujuan penulisan artikel resensi ada bermacam-macam, tetapi pada umumnya, resensi buku bertujuan untuk mengenalkan sebuah buku baru kepada publik agar orang-orang tertarik membacanya.","Tujuan penulisan artikel resensi ada bermacam-macam, tetpi pada umumnya, resensi buku bertujuan untuk mengenalkan sebuah buku baru kepada publik agar orang-orang tertarik membacanya.",Bahasa Indonesia,Deletion Error
Adakah buku yang sangat kalian sukai?,Adakah buku yang sngat kalian sukai?,Bahasa Indonesia,Deletion Error
Mari berlatih menulis resensi buku tersebut!,Mari berlatih menulis resesi buku tersebut!,Bahasa Indonesia,Deletion Error
Kalian dapat mengikuti langkah-langkah penulisan resensi melalui contoh berikut.,Kalian dapat mengikuti langkah-langkah penulisan resensi mellui contoh berikut.,Bahasa Indonesia,Deletion Error
Lakukan penilaian unsur-unsur cerita di lembar penilaian.,Lakukan penlaian unsur-unsur cerita di lembar penilaian.,Bahasa Indonesia,Deletion Error
"Bawang putih mempunyai sifat sabar, suka menolong, tidak suka mengeluh, dan tidak serakah.","Bawang putih mempunyai sifat sabar, suka menlong, tidak suka mengeluh, dan tidak serakah.",Bahasa Indonesia,Deletion Error
"Bawang merah mempunyai sifat tidak sabaran, pemalas, dan tamak.","Bawang merah mempunyai sifat tidak sabaran, pemlas, dan tamak.",Bahasa Indonesia,Deletion Error
"Ibu tiri, tidak dijelaskan oleh penulis.","Ibu tiri, tidak dijelasan oleh penulis.",Bahasa Indonesia,Deletion Error
"Nenek, nama dan sifatnya tidak dijelaskan oleh penulis.","Nenek, nama dan sifatnya tidak dijelaskan ole penulis.",Bahasa Indonesia,Deletion Error
Penulis cukup berhasil menggambarkan sifat bawang putih dan bawang merah.,Penulis cukup berhasil menggambarkan sifat bawang puth dan bawang merah.,Bahasa Indonesia,Deletion Error
Sifat mereka berdua tergambar melalui tindakan-tindakan mereka.,Sifat mreka berdua tergambar melalui tindakan-tindakan mereka.,Bahasa Indonesia,Deletion Error
Latar cerita : di sebuah rumah yang di pinggir sungai.,Latar cerita : d sebuah rumah yang di pinggir sungai.,Bahasa Indonesia,Deletion Error
Latar tempat dijelaskan dengan cukup baik.,Latar tempat dijelaskan dengn cukup baik.,Bahasa Indonesia,Deletion Error
Tema : kesabaran dan kejujuran membawa keberuntungan.,Tema : kesabaran dan kejujurn membawa keberuntungan.,Bahasa Indonesia,Deletion Error
"Cerita mengisahkan kehidupan bawang putih yang tinggal bersama ibu tiri dan saudara tirinya, bawang merah, yang sangat pemalas.","Cerita mengisahkan kehidupan bawang putih yang tingal bersama ibu tiri dan saudara tirinya, bawang merah, yang sangat pemalas.",Bahasa Indonesia,Deletion Error
Suatu pagi bawang putih pergi ke sungai untuk mencuci pakaian.,Suatu pagi bawang putih pergi ke sunai untuk mencuci pakaian.,Bahasa Indonesia,Deletion Error
"Malang, arus sungai yang deras membuat beberapa pakaian hanyut, termasuk pakaian ibu tiri.","Malang, arus sungai yang deras membuat bberapa pakaian hanyut, termasuk pakaian ibu tiri.",Bahasa Indonesia,Deletion Error
Bawang putih kemudian mencari pakaian tersebut hingga ke hilir.,Bawang putih kemudian mencari pakaian tersebut hinga ke hilir.,Bahasa Indonesia,Deletion Error
Di sana ia bertemu dengan seorang nenek yang sedang menjemur pakaian ibu tiri.,Di sana ia bertemu dengan seorang nnek yang sedang menjemur pakaian ibu tiri.,Bahasa Indonesia,Deletion Error
"Sebelum meminta pakaian ibu tiri, bawang putih membantu si nenek membersihkan rumahnya.","Sebelum meminta pakaian ibu tiri, bawang puth membantu si nenek membersihkan rumahnya.",Bahasa Indonesia,Deletion Error
Si nenek sangat terkesan hingga ia memberikan dua labu pada bawang putih.,Si nenek sangat terkesan hingga ia memerikan dua labu pada bawang putih.,Bahasa Indonesia,Deletion Error
"Namun, bawang putih memilih satu labu saja, yaitu yang berukuran kecil.","Namun, bawang putih memilih satu labu sja, yaitu yang berukuran kecil.",Bahasa Indonesia,Deletion Error
"Begitu kembali ke rumah, bawang putih membuka labunya, ternyata di dalamnya banyak sekali perhiasan.","Begitu kembali ke rumah, bawang putih memuka labunya, ternyata di dalamnya banyak sekali perhiasan.",Bahasa Indonesia,Deletion Error
Bawang merah merasa iri melihat keberuntungan bawang putih.,Bawang merah merasa iri melihat keberuntungan bwang putih.,Bahasa Indonesia,Deletion Error
Ia kemudian meniru apa yang dilakukan bawang putih.,Ia kemudian meniru apa yang dilakukan bwang putih.,Bahasa Indonesia,Deletion Error
Ia pergi ke rumah si nenek dan meminta labu pula.,Ia pergi ke rumah si nenek an meminta labu pula.,Bahasa Indonesia,Deletion Error
Ia mengambil labu yang berukuran besar.,Ia mengambil labu ang berukuran besar.,Bahasa Indonesia,Deletion Error
"Malang baginya, begitu labu dibelah, isinya ternyata aneka hewan berbisa.","Malang baginya, begitu labu dibelah, isinya teryata aneka hewan berbisa.",Bahasa Indonesia,Deletion Error
Penilaian : penulis cukup berhasil membuat alur cerita yang menarik.,Penilaian : penulis cukup berhasil membuat alur certa yang menarik.,Bahasa Indonesia,Deletion Error
Cerita cukup bagus.,Cerita cukup bags.,Bahasa Indonesia,Deletion Error
Penulisan menarik.,Penlisan menarik.,Bahasa Indonesia,Deletion Error
Cerita ini mengajarkan tentang betapa penting sifat sabar dan tidak serakah dalam kehidupan.,Cerita ini mengajarkan tentang betapa penting sift sabar dan tidak serakah dalam kehidupan.,Bahasa Indonesia,Deletion Error
Masukkan informasi di lembar penilaian tadi ke dalam artikel.,Masukkan informasi di lembar penilaian tadi k dalam artikel.,Bahasa Indonesia,Deletion Error
Berikut ini contoh artikel yang ditulis berdasarkan informasi di lembar penilaian.,Berikut ini contoh artikel yang ditulis berasarkan informasi di lembar penilaian.,Bahasa Indonesia,Deletion Error
Bawang merah dan bawang putih merupakan salah satu cerita rakyat indonesia yang sangat populer.,Bawang merah dan bawang putih merupakan slah satu cerita rakyat indonesia yang sangat populer.,Bahasa Indonesia,Deletion Error
Cerita ini ditulis ulang oleh rifan di majalah sekolah cerdas yang diterbitkan smp kemerdekaan.,Cerita ini dtulis ulang oleh rifan di majalah sekolah cerdas yang diterbitkan smp kemerdekaan.,Bahasa Indonesia,Deletion Error
"Cerita ini memiliki empat tokoh cerita, yaitu bawang putih, bawang merah, ibu tiri, dan nenek.","Cerita ini memiliki empat tokoh cerita, yaiu bawang putih, bawang merah, ibu tiri, dan nenek.",Bahasa Indonesia,Deletion Error
Cerita ini mengambil tema kesabaran dan kejujuran yang membawa keberuntungan.,Cerita ini mengambil tema kesabaran dan kejjuran yang membawa keberuntungan.,Bahasa Indonesia,Deletion Error
Topik ceritanya seputar kesabaran bawang putih menjalani kehidupan dan menghadapi nasibnya.,Topik ceritanya seputar kesabaran bawang putih menalani kehidupan dan menghadapi nasibnya.,Bahasa Indonesia,Deletion Error
Kesabarannya ternyata membawa keberuntungan.,Kesabarannya ternyata memawa keberuntungan.,Bahasa Indonesia,Deletion Error
"Diceritakan bawang putih yang tinggal bersama ibu tiri dan saudara tirinya, bawang merah memiliki sifat sangat pemalas.","Diceritakan bawang putih yang tinggal bersama bu tiri dan saudara tirinya, bawang merah memiliki sifat sangat pemalas.",Bahasa Indonesia,Deletion Error
Si nenek sangat terkesan sehingga ia memberikan dua labu pada bawang putih.,Si nenek sangat terkesan sehingga ia memerikan dua labu pada bawang putih.,Bahasa Indonesia,Deletion Error
"Namun, bawang putih hanya memilih satu labu saja, yaitu labu yang berukuran kecil.","Namun, bawang putih hanya memilih satu lab saja, yaitu labu yang berukuran kecil.",Bahasa Indonesia,Deletion Error
"Begitu kembali ke rumah, bawang putih membuka labunya, di dalamnya ternyata banyak sekali perhiasan.","Begitu kembali ke rumah, bawang putih memuka labunya, di dalamnya ternyata banyak sekali perhiasan.",Bahasa Indonesia,Deletion Error
"Melihat keberuntungan bawang putih, bawang merah menjadi iri.","Melihat keberuntungan bawang putih, bawang merah menadi iri.",Bahasa Indonesia,Deletion Error
Ia pun kemudian ke rumah si nenek dan meminta labu pula.,Ia pun kemudian ke rumah si nnek dan meminta labu pula.,Bahasa Indonesia,Deletion Error
"Menurut saya, cerita yang ditulis rifan ini cukup menarik.","Menurut saya, cerita yang ditulis rifan ni cukup menarik.",Bahasa Indonesia,Deletion Error
Tokoh-tokohnya digambarkan dengan jelas.,Tokoh-tokohnya digambarkan denan jelas.,Bahasa Indonesia,Deletion Error
Rangkaian peristiwanya juga menarik.,Rangkaian peristiwanya jug menarik.,Bahasa Indonesia,Deletion Error
"Lebih dari itu, kita dapat mengambil pelajaran bahwa kesabaran dan kejujuran itu sangat penting.","Lebih dari itu, kita dapat mengambil peljaran bahwa kesabaran dan kejujuran itu sangat penting.",Bahasa Indonesia,Deletion Error
Dua sifat ini akan membawa kebaikan pada diri kita.,Dua sifat ini akan membawa kebaikan pda diri kita.,Bahasa Indonesia,Deletion Error
Bacalah sebuah buku fiksi.,Bacalah sebuah bku fiksi.,Bahasa Indonesia,Deletion Error
Cermati unsur-unsurnya.,Cerati unsur-unsurnya.,Bahasa Indonesia,Deletion Error
Berikanlah penilaian kalian terhadap cerita tersebut di lembar penilaian berikut ini.,Berikanlah penilaian kalian terhadap cerita tersebut d lembar penilaian berikut ini.,Bahasa Indonesia,Deletion Error
Kembangkanlah informasi di lembar penilaian ini menjadi sebuah artikel resensi buku yang baik.,Kembangkanlah informasi di lembar penilaian ini menadi sebuah artikel resensi buku yang baik.,Bahasa Indonesia,Deletion Error
Tulislah ulasan singkat tentang buku tersebut di jurnal ini.,Tulislah ulasan singkat tentang buku tersebut d jurnal ini.,Bahasa Indonesia,Deletion Error
"Selamat, kalian sudah selesai mempelajari bab iv.","Selamat, kalian sudah selesai mempelajari bab i.",Bahasa Indonesia,Deletion Error
"Pada bab ini kalian mempelajari beberapa materi tentang karya fiksi, termasuk memahami unsur-unsur dalam karya fiksi, menulis resensi karya fiksi, serta mengenali kata konotasi dan denotasi.","Pada bab ini kalian mempelajari beberapa matri tentang karya fiksi, termasuk memahami unsur-unsur dalam karya fiksi, menulis resensi karya fiksi, serta mengenali kata konotasi dan denotasi.",Bahasa Indonesia,Deletion Error
Tandailah pengetahuan dan kegiatan yang sudah kalian pahami dengan tanda centang.,Tandailah pengetahuan dan kegiatan yang sudah kalan pahami dengan tanda centang.,Bahasa Indonesia,Deletion Error
Saya dapat memahami unsur-unsur dalam sebuah karya fiksi.,Saya dapat memahami unsur-unsur dalam sebuah kara fiksi.,Bahasa Indonesia,Deletion Error
Saya dapat memahami cara menilai unsur-unsur dalam sebuah karya fiksi.,Saya dapat memahami cara menilai unsur-unsur dlam sebuah karya fiksi.,Bahasa Indonesia,Deletion Error
Saya dapat menuliskan penilaian dalam lembar penilaian karya fiksi.,Saya dapat menuliskan penlaian dalam lembar penilaian karya fiksi.,Bahasa Indonesia,Deletion Error
Saya dapat menulis artikel ulasan karya fiksi.,Saya dapat menulis artikel ulasan karya fiki.,Bahasa Indonesia,Deletion Error
Saya dapat mengenali diksi denotasi dan konotasi yang ada dalam sebuah karya fiksi.,Saya dapat mengenali diksi denotasi dan knotasi yang ada dalam sebuah karya fiksi.,Bahasa Indonesia,Deletion Error
Saya dapat memahami makna diksi denotasi dan konotasi dalam sebuah karya fiksi.,Saya dapat memahami makna diksi denotasi an konotasi dalam sebuah karya fiksi.,Bahasa Indonesia,Deletion Error
"Setelah mempelajari bab ini, kalian diharapkan dapat memahami puisi prismatis, unsur-unsur puisi, cara membuat puisi, dan cara mendeklamasikannya.","Setelah mempelajari bab ini, kalian diharapkan dpat memahami puisi prismatis, unsur-unsur puisi, cara membuat puisi, dan cara mendeklamasikannya.",Bahasa Indonesia,Deletion Error
"Kalian juga akan mempelajari majas metafora, simile, dan repetisi yang ada dalam puisi.","Kalian juga akan mempelajari majas metafora, smile, dan repetisi yang ada dalam puisi.",Bahasa Indonesia,Deletion Error
Puisi apa yang pernah kalian baca?,Puisi apa yang pernh kalian baca?,Bahasa Indonesia,Deletion Error
Siapa penyair indonesia yang kalian kenal?,Siapa penyair indonesia ang kalian kenal?,Bahasa Indonesia,Deletion Error
"Dalam kehidupan sehari-hari, kalian mungkin sering membaca puisi atau melihat orang lain membaca puisi.","Dalam kehidupan sehari-hari, kalian mungkin sering memaca puisi atau melihat orang lain membaca puisi.",Bahasa Indonesia,Deletion Error
"Puisi-puisi itu kadang ditulis dalam buku, diari, ataupun pesan elektronik sebagai bentuk curahan perasaan.","Puisi-puisi itu kadang ditulis dalam buku, diai, ataupun pesan elektronik sebagai bentuk curahan perasaan.",Bahasa Indonesia,Deletion Error
"Mereka yang suka menggambar, terkadang juga menyertakan gambar dalam puisi mereka dan mengunggahnya di media sosial.","Mereka yang suka menggambar, terkadang juga menertakan gambar dalam puisi mereka dan mengunggahnya di media sosial.",Bahasa Indonesia,Deletion Error
"Mereka yang suka menyanyi, kadang-kadang menggubah puisi menjadi lagu yang bisa dinyanyikan.","Mereka yang suka menyanyi, kadang-kadang menggubah puii menjadi lagu yang bisa dinyanyikan.",Bahasa Indonesia,Deletion Error
"Tanpa kalian sadari, hidup kalian sebenarnya dikelilingi oleh puisi.","Tanpa kalian sadari, hidup kalian sebenarnya diklilingi oleh puisi.",Bahasa Indonesia,Deletion Error
Diskusikan bersama guru dan teman-teman kalian!,Diskusikan bersama guru an teman-teman kalian!,Bahasa Indonesia,Deletion Error
Lagu apa yang paling kalian suka?,Lagu apa yang palig kalian suka?,Bahasa Indonesia,Deletion Error
Lirik apa yang paling kalian ingat dari lagu tersebut?,Lirik apa yang paling kalian ingat dar lagu tersebut?,Bahasa Indonesia,Deletion Error
Dapatkah lirik itu dibacakan selayaknya puisi?,Dapatkah lirik itu dibcakan selayaknya puisi?,Bahasa Indonesia,Deletion Error
Adakah puisi yang kalian suka?,Adakah puisi yang klian suka?,Bahasa Indonesia,Deletion Error
Apa kalimat yang paling kalian ingat dari puisi tersebut?,Apa kalimat yang paling kalian ingat dar puisi tersebut?,Bahasa Indonesia,Deletion Error
Apakah kalian pernah membaca puisi di internet?,Apakah kalian pernah membaca puisi di intrnet?,Bahasa Indonesia,Deletion Error
Media apa saja yang digunakan orang sekarang untuk menampilkan puisinya?,Media apa saja yang digunakan orang sekrang untuk menampilkan puisinya?,Bahasa Indonesia,Deletion Error
Puisi jenis apa yang paling kalian sukai?,Puisi jenis apa yang paling kalian suki?,Bahasa Indonesia,Deletion Error
Berikut ini disajikan dua jenis puisi.,Berikut ini disajikan ua jenis puisi.,Bahasa Indonesia,Deletion Error
Bacalah baik-baik keduanya.,Bacalah baik-baik kedanya.,Bahasa Indonesia,Deletion Error
Kau meminta maaf karena sudah datang terlambat.,Kau meminta maaf karena sudah datang terambat.,Bahasa Indonesia,Deletion Error
Katamu kau punya urusan penting yang tidak bisa ditunda.,Katamu kau punya urusan penting yang tidk bisa ditunda.,Bahasa Indonesia,Deletion Error
Aku melihat merek di kantong belanjaanmu.,Aku melihat merek i kantong belanjaanmu.,Bahasa Indonesia,Deletion Error
Aku duduk di kedai kopi ini sejak pukul sembilan.,Aku duduk di kedai kopi ini sejk pukul sembilan.,Bahasa Indonesia,Deletion Error
Aku teman sejak masa kecilmu.,Aku teman sejak asa kecilmu.,Bahasa Indonesia,Deletion Error
Kau teman sepermainanku.,Kau teman spermainanku.,Bahasa Indonesia,Deletion Error
Dulu kita sering bermain bersama.,Dulu kita sering bermin bersama.,Bahasa Indonesia,Deletion Error
Sepanjang hari kita mengerjakan apa saja.,Sepanjang hari kita megerjakan apa saja.,Bahasa Indonesia,Deletion Error
Tapi sekarang semua berbeda.,Tapi sekarang sema berbeda.,Bahasa Indonesia,Deletion Error
Kau mulai berubah.,Kau mulai berbah.,Bahasa Indonesia,Deletion Error
Kamu lebih suka membicarakan hal-hal yang dulu tidak pernah ada.,Kamu lebih suka membicarakan hal-hal yang dlu tidak pernah ada.,Bahasa Indonesia,Deletion Error
Aku tidak tahu.,Aku tidak tah.,Bahasa Indonesia,Deletion Error
Apakah aku masih sahabatmu?,Apakah aku mash sahabatmu?,Bahasa Indonesia,Deletion Error
Pertemuan kita tidak lebih penting dari sepatumu.,Pertemuan kita tidak lebih penting dari septumu.,Bahasa Indonesia,Deletion Error
Pukul sebelas siang kamu datang.,Pukul sebelas siang amu datang.,Bahasa Indonesia,Deletion Error
Senyum segan tersampir di wajahmu.,Senyum segan tersampir i wajahmu.,Bahasa Indonesia,Deletion Error
Kantong belanjaan tertenteng di tanganmu.,Kantong belanjaan tertenteng i tanganmu.,Bahasa Indonesia,Deletion Error
Aku menatap kopiku yang sudah dingin sejak dua jam lalu.,Aku menatap kopiku yang sudah dingin sejk dua jam lalu.,Bahasa Indonesia,Deletion Error
"Aku dan kopiku adalah karib, kami bersabar layaknya waktu.","Aku dan kopiku adalah karib, kami berabar layaknya waktu.",Bahasa Indonesia,Deletion Error
"Aku ada urusan penting, ujarmu.","Aku ada urusan pentng, ujarmu.",Bahasa Indonesia,Deletion Error
"Kau menaruh tas belanjaanmu sangat hati-hati, seperti seorang ayah menaruh anaknya di ayunan.","Kau menaruh tas belanjaanmu sangat hati-hati, sperti seorang ayah menaruh anaknya di ayunan.",Bahasa Indonesia,Deletion Error
Aku tahu isinya sepatu.,Aku tahu isiya sepatu.,Bahasa Indonesia,Deletion Error
Mereknya tercetak di kantong belanjaanmu.,Mereknya tercetak di kantng belanjaanmu.,Bahasa Indonesia,Deletion Error
Aku memandang kopiku.,Aku memandang kopku.,Bahasa Indonesia,Deletion Error
Dua jam aku dan kopiku menunggu.,Dua jam aku an kopiku menunggu.,Bahasa Indonesia,Deletion Error
Kau bertanya kenapa aku ingin bertemu.,Kau bertanya kenapa ku ingin bertemu.,Bahasa Indonesia,Deletion Error
Benakku melayang ke masa lalu.,Benakku melayang ke asa lalu.,Bahasa Indonesia,Deletion Error
Kau dan aku sama-sama bahagia bermain sepanjang waktu.,Kau dan aku sama-sama bahagia bermain sepnjang waktu.,Bahasa Indonesia,Deletion Error
Kau tak pernah bertanya kenapa aku memanggilmu.,Kau tak pernah bertanya kenapa aku memnggilmu.,Bahasa Indonesia,Deletion Error
Aku pun tak pernah bertanya kenapa kau ingin bertemu.,Aku pun tak pernah bertanya kenapa au ingin bertemu.,Bahasa Indonesia,Deletion Error
"Saat itu, kau tahu.","Saat itu, au tahu.",Bahasa Indonesia,Deletion Error
Hatiku serupa baling-baling.,Hatiku serupa balng-baling.,Bahasa Indonesia,Deletion Error
Tapi kini baling-balingku mungkin sudah rusak.,Tapi kini baling-balingku mungin sudah rusak.,Bahasa Indonesia,Deletion Error
Anginmu pun mungkin sudah berubah arah.,Anginmu pun mungkin suda berubah arah.,Bahasa Indonesia,Deletion Error
Aku tidak mengenali lagi.,Aku tidak menenali lagi.,Bahasa Indonesia,Deletion Error
Kau menunggu aku berbicara.,Kau menunggu ku berbicara.,Bahasa Indonesia,Deletion Error
Aku menunggu kau berkata-kata.,Aku menunggu au berkata-kata.,Bahasa Indonesia,Deletion Error
Kopiku menunggu segala hal yang sia-sia.,Kopiku menunggu segala al yang sia-sia.,Bahasa Indonesia,Deletion Error
Kau tahu.,au tahu.,Bahasa Indonesia,Deletion Error
Aku dan kopiku seperti waktu.,Aku dan kopiku sepeti waktu.,Bahasa Indonesia,Deletion Error
Bersabar menunggu apa pun berlalu.,Bersabar menunggu apa un berlalu.,Bahasa Indonesia,Deletion Error
Kalian sudah membaca kedua puisi di atas.,Kalian sudah membaca kedua puisi di ata.,Bahasa Indonesia,Deletion Error
